,BOO,date,month,year,season,time,lati,long,cino,ecp,mssw,pd,grade,oci,diam,sst,cyclone_id
3846,0,18.0,10.0,2000.0,1.0,600,14.0,83.5,2.0,1000.0,30.0,6.0,2.0,,,27.8,2000-3
3847,0,18.0,10.0,2000.0,1.0,900,14.0,83.25,2.0,999.0,30.0,6.0,,,,28.39,2000-3
3848,0,18.0,10.0,2000.0,1.0,1200,14.0,83.0,2.0,998.0,30.0,6.0,2.0,,,28.39,2000-3
3849,0,18.0,10.0,2000.0,1.0,1500,14.25,82.75,1.75,999.0,27.5,5.0,,,,28.39,2000-3
3850,0,18.0,10.0,2000.0,1.0,1800,14.5,82.5,1.5,1000.0,25.0,4.0,1.0,,,28.64,2000-3
3851,0,18.0,10.0,2000.0,1.0,2100,14.5,82.33,1.5,1001.33,25.0,4.0,,,,28.64,2000-3
3852,0,19.0,10.0,2000.0,1.0,0,14.5,82.17,1.5,1002.67,25.0,4.0,,,,28.34,2000-3
3853,0,19.0,10.0,2000.0,1.0,300,14.5,82.0,1.5,1004.0,25.0,4.0,1.0,,,28.34,2000-3
3854,0,19.0,10.0,2000.0,1.0,600,14.5,82.0,1.5,1004.0,25.0,4.0,1.0,,,28.34,2000-3
3855,0,25.0,10.0,2000.0,1.0,900,13.5,93.0,1.5,1002.0,25.0,4.0,1.0,,,27.38,2000-4
3856,0,25.0,10.0,2000.0,1.0,1200,14.0,92.5,1.5,1002.0,25.0,4.0,1.0,,,27.779999,2000-4
3857,0,25.0,10.0,2000.0,1.0,1500,14.25,92.25,1.5,1002.0,25.0,4.0,,,,27.779999,2000-4
3858,0,25.0,10.0,2000.0,1.0,1800,14.5,92.0,1.5,1002.0,25.0,4.0,1.0,,,27.779999,2000-4
3859,0,25.0,10.0,2000.0,1.0,2100,14.75,91.75,1.5,1002.0,25.0,4.0,,,,28.55,2000-4
3860,0,26.0,10.0,2000.0,1.0,0,15.0,91.5,1.5,1002.0,25.0,4.0,1.0,,,29.779999,2000-4
3861,0,26.0,10.0,2000.0,1.0,300,15.5,90.5,1.5,1004.0,25.0,4.0,1.0,,,29.17,2000-4
3862,0,26.0,10.0,2000.0,1.0,600,16.5,90.5,1.5,1002.0,25.0,4.0,1.0,,,29.17,2000-4
3863,0,26.0,10.0,2000.0,1.0,900,16.5,90.0,1.5,1002.0,25.0,4.0,,,,29.17,2000-4
3864,0,26.0,10.0,2000.0,1.0,1200,16.5,89.5,1.5,1002.0,25.0,4.0,1.0,,,29.17,2000-4
3865,0,26.0,10.0,2000.0,1.0,1500,16.75,89.25,1.5,1003.0,25.0,4.0,,,,29.31,2000-4
3866,0,26.0,10.0,2000.0,1.0,1800,17.0,89.0,1.5,1004.0,25.0,4.0,1.0,,,29.31,2000-4
3867,0,26.0,10.0,2000.0,1.0,2100,17.25,88.75,1.5,1003.0,25.0,4.0,,,,29.31,2000-4
3868,0,27.0,10.0,2000.0,1.0,0,17.5,88.5,1.5,1002.0,25.0,4.0,1.0,,,27.869999,2000-4
3869,0,27.0,10.0,2000.0,1.0,300,18.0,88.5,2.0,1002.0,30.0,6.0,2.0,,,27.869999,2000-4
3870,0,27.0,10.0,2000.0,1.0,600,18.5,88.5,2.0,1002.0,30.0,6.0,2.0,,,27.869999,2000-4
3871,0,27.0,10.0,2000.0,1.0,900,18.75,88.5,2.0,1001.0,30.0,6.0,,,,28.619999,2000-4
3872,0,27.0,10.0,2000.0,1.0,1200,19.0,88.5,2.0,1000.0,30.0,6.0,2.0,,,28.619999,2000-4
3873,0,27.0,10.0,2000.0,1.0,1500,19.75,88.5,2.25,999.0,32.5,7.0,,,,29.019999,2000-4
3874,0,27.0,10.0,2000.0,1.0,1800,20.5,88.5,2.5,998.0,35.0,8.0,3.0,,,29.019999,2000-4
3875,0,27.0,10.0,2000.0,1.0,2100,21.0,88.5,2.5,998.0,35.0,8.0,3.0,,,29.13,2000-4
3876,0,28.0,10.0,2000.0,1.0,0,21.5,89.0,2.5,998.0,35.0,8.0,3.0,,,,2000-4
3877,0,28.0,10.0,2000.0,1.0,300,22.5,89.0,,,30.0,6.0,2.0,,,,2000-4
3878,0,28.0,10.0,2000.0,1.0,600,23.0,89.5,,,30.0,6.0,2.0,,,,2000-4
3879,0,28.0,10.0,2000.0,1.0,900,23.25,90.0,,,27.5,5.0,,,,,2000-4
3880,0,28.0,10.0,2000.0,1.0,1200,23.5,90.5,,,25.0,4.0,1.0,,,,2000-4
3881,0,28.0,10.0,2000.0,1.0,1500,23.75,91.75,,,25.0,4.0,,,,,2000-4
3882,0,28.0,10.0,2000.0,1.0,1800,24.0,93.0,,,25.0,4.0,1.0,,,,2000-4
3883,0,28.0,10.0,2000.0,1.0,2100,24.0,93.5,,,25.0,4.0,,,,,2000-4
3884,0,29.0,10.0,2000.0,1.0,0,24.0,94.0,,,25.0,4.0,1.0,,,,2000-4
3885,0,26.0,11.0,2000.0,1.0,300,8.5,91.5,1.5,1004.0,25.0,4.0,1.0,,,28.32,2000-5
3886,0,26.0,11.0,2000.0,1.0,600,9.5,90.5,1.5,1004.0,25.0,4.0,1.0,,,27.119999,2000-5
3887,0,26.0,11.0,2000.0,1.0,900,9.5,91.0,1.5,1004.0,25.0,4.0,1.0,,,27.66,2000-5
3888,0,26.0,11.0,2000.0,1.0,1200,10.0,89.5,1.5,1004.0,25.0,4.0,1.0,,,27.119999,2000-5
3889,0,26.0,11.0,2000.0,1.0,1500,10.0,90.0,2.0,1004.0,30.0,6.0,2.0,,,27.119999,2000-5
3890,0,26.0,11.0,2000.0,1.0,1800,10.0,90.0,2.0,1002.0,30.0,6.0,2.0,,,27.119999,2000-5
3891,0,26.0,11.0,2000.0,1.0,2100,10.25,89.0,2.0,1002.0,30.0,6.0,,,,27.779999,2000-5
3892,0,27.0,11.0,2000.0,1.0,0,10.5,88.0,2.0,1002.0,30.0,6.0,2.0,,,27.66,2000-5
3893,0,27.0,11.0,2000.0,1.0,300,11.0,87.5,2.0,1004.0,30.0,6.0,2.0,,,27.89,2000-5
3894,0,27.0,11.0,2000.0,1.0,600,11.0,87.0,2.0,1002.0,30.0,8.0,2.0,,,28.119999,2000-5
3895,0,27.0,11.0,2000.0,1.0,900,11.0,86.5,2.5,998.0,35.0,10.0,3.0,,,28.119999,2000-5
3896,0,27.0,11.0,2000.0,1.0,1200,11.0,86.0,3.0,998.0,45.0,10.0,3.0,,,28.119999,2000-5
3897,0,27.0,11.0,2000.0,1.0,1500,11.0,85.5,3.0,998.0,45.0,10.0,3.0,,,28.119999,2000-5
3898,0,27.0,11.0,2000.0,1.0,1800,11.0,85.0,3.0,998.0,45.0,10.0,3.0,,,27.68,2000-5
3899,0,27.0,11.0,2000.0,1.0,2100,11.0,84.5,3.0,998.0,45.0,10.0,3.0,,,28.449999,2000-5
3900,0,28.0,11.0,2000.0,1.0,0,11.5,84.0,3.5,992.0,55.0,15.0,4.0,,,28.01,2000-5
3901,0,28.0,11.0,2000.0,1.0,300,11.5,83.5,3.5,992.0,55.0,15.0,4.0,,,28.01,2000-5
3902,0,28.0,11.0,2000.0,1.0,600,11.5,83.0,4.0,986.0,65.0,20.0,7.0,,,28.47,2000-5
3903,0,28.0,11.0,2000.0,1.0,900,11.5,82.5,4.0,986.0,65.0,20.0,7.0,,,28.22,2000-5
3904,0,28.0,11.0,2000.0,1.0,1200,11.5,82.0,4.5,978.0,77.0,30.0,7.0,,,28.22,2000-5
3905,0,28.0,11.0,2000.0,1.0,1500,11.5,81.8,5.0,968.0,90.0,40.0,6.0,,,28.22,2000-5
3906,0,28.0,11.0,2000.0,1.0,1800,11.5,81.5,5.5,958.0,102.0,52.0,6.0,,,28.22,2000-5
3907,0,28.0,11.0,2000.0,1.0,2100,11.5,81.2,5.5,958.0,102.0,52.0,6.0,,,27.869999,2000-5
3908,0,29.0,11.0,2000.0,1.0,0,11.5,81.0,5.0,968.0,90.0,40.0,6.0,,,27.21,2000-5
3909,0,29.0,11.0,2000.0,1.0,300,11.5,80.5,5.0,966.0,90.0,40.0,6.0,,,28.43,2000-5
3910,0,29.0,11.0,2000.0,1.0,600,11.5,80.5,4.5,976.0,77.0,30.0,7.0,,,28.43,2000-5
3911,0,29.0,11.0,2000.0,1.0,900,11.5,80.0,4.5,976.0,77.0,30.0,7.0,,,28.43,2000-5
3912,0,29.0,11.0,2000.0,1.0,1200,11.5,80.0,,998.0,55.0,10.0,4.0,,,28.43,2000-5
3913,0,29.0,11.0,2000.0,1.0,1500,11.25,79.25,,998.0,50.0,10.0,,,,,2000-5
3914,0,29.0,11.0,2000.0,1.0,1800,11.0,78.5,,998.0,45.0,10.0,3.0,,,,2000-5
3915,0,29.0,11.0,2000.0,1.0,2100,11.17,78.33,,999.33,40.0,8.0,,,,,2000-5
3916,0,30.0,11.0,2000.0,1.0,0,11.33,78.17,,1000.67,35.0,6.0,,,,,2000-5
3917,0,30.0,11.0,2000.0,1.0,300,11.5,78.0,,1002.0,30.0,4.0,2.0,,,,2000-5
3918,0,30.0,11.0,2000.0,1.0,600,11.5,77.0,,1004.0,25.0,2.0,1.0,,,,2000-5
3919,0,23.0,12.0,2000.0,1.0,300,8.0,86.0,1.5,1006.0,25.0,4.0,1.0,,,28.119999,2000-6
3920,0,23.0,12.0,2000.0,1.0,600,8.0,86.0,1.5,1006.0,25.0,4.0,1.0,,,28.119999,2000-6
3921,0,23.0,12.0,2000.0,1.0,900,8.0,85.5,1.5,1006.0,25.0,4.0,,,,28.119999,2000-6
3922,0,23.0,12.0,2000.0,1.0,1200,8.0,85.0,1.5,1006.0,25.0,4.0,1.0,,,28.51,2000-6
3923,0,23.0,12.0,2000.0,1.0,1500,8.0,84.75,1.5,1006.0,25.0,4.0,,,,28.51,2000-6
3924,0,23.0,12.0,2000.0,1.0,1800,8.0,84.5,1.5,1006.0,25.0,4.0,1.0,,,28.22,2000-6
3925,0,23.0,12.0,2000.0,1.0,2100,8.0,84.25,1.75,1005.0,27.5,5.0,,,,28.22,2000-6
3926,0,24.0,12.0,2000.0,1.0,0,8.0,84.0,2.0,1004.0,30.0,6.0,2.0,,,28.18,2000-6
3927,0,24.0,12.0,2000.0,1.0,300,8.5,84.0,2.0,1004.0,30.0,6.0,2.0,,,28.18,2000-6
3928,0,24.0,12.0,2000.0,1.0,600,8.5,84.0,2.0,1004.0,30.0,6.0,2.0,,,28.18,2000-6
3929,0,24.0,12.0,2000.0,1.0,900,8.5,83.75,2.0,1004.0,30.0,6.0,,,,28.18,2000-6
3930,0,24.0,12.0,2000.0,1.0,1200,8.5,83.5,2.0,1004.0,30.0,6.0,2.0,,,28.18,2000-6
3931,0,24.0,12.0,2000.0,1.0,1500,8.5,83.5,2.0,1004.0,30.0,6.0,,,,28.18,2000-6
3932,0,24.0,12.0,2000.0,1.0,1800,8.5,83.5,2.0,1004.0,30.0,6.0,2.0,,,28.18,2000-6
3933,0,24.0,12.0,2000.0,1.0,2100,8.5,83.25,2.25,1004.0,30.0,6.0,,,,27.099998,2000-6
3934,0,25.0,12.0,2000.0,1.0,0,8.5,83.0,2.5,1004.0,30.0,6.0,2.0,,,27.17,2000-6
3935,0,25.0,12.0,2000.0,1.0,300,8.5,83.0,2.5,1004.0,35.0,6.0,3.0,,,27.17,2000-6
3936,0,25.0,12.0,2000.0,1.0,600,8.5,83.0,3.0,1000.0,45.0,10.0,3.0,,,27.17,2000-6
3937,0,25.0,12.0,2000.0,1.0,900,8.5,83.0,3.25,997.0,50.0,13.0,,,,27.17,2000-6
3938,0,25.0,12.0,2000.0,1.0,1200,8.5,83.0,3.5,994.0,55.0,16.0,4.0,,,27.17,2000-6
3939,0,25.0,12.0,2000.0,1.0,1500,8.5,83.0,3.75,992.0,60.0,18.0,,,,27.17,2000-6
3940,0,25.0,12.0,2000.0,1.0,1800,8.5,83.0,4.0,990.0,65.0,20.0,7.0,,,27.17,2000-6
3941,0,25.0,12.0,2000.0,1.0,2100,8.5,82.75,4.0,990.0,65.0,20.0,,,,27.17,2000-6
3942,0,26.0,12.0,2000.0,1.0,0,8.5,82.5,4.0,990.0,65.0,20.0,7.0,,,25.8,2000-6
3943,0,26.0,12.0,2000.0,1.0,300,8.5,82.5,4.0,990.0,65.0,20.0,7.0,,,25.8,2000-6
3944,0,26.0,12.0,2000.0,1.0,600,8.5,82.0,4.5,982.0,77.0,30.0,7.0,,,25.8,2000-6
3945,0,26.0,12.0,2000.0,1.0,900,8.5,81.5,4.5,982.0,77.0,28.0,7.0,,,25.8,2000-6
3946,0,26.0,12.0,2000.0,1.0,1200,8.5,81.0,5.0,970.0,90.0,40.0,6.0,,,,2000-6
3947,0,26.0,12.0,2000.0,1.0,1500,8.5,81.0,5.0,970.0,90.0,40.0,6.0,,,,2000-6
3948,0,26.0,12.0,2000.0,1.0,1800,8.5,81.0,4.5,982.0,77.0,30.0,7.0,,,,2000-6
3949,0,26.0,12.0,2000.0,1.0,2100,8.5,81.0,4.5,982.0,77.0,28.0,7.0,,,,2000-6
3950,0,27.0,12.0,2000.0,1.0,0,8.5,81.0,4.5,984.0,77.0,28.0,7.0,,,,2000-6
3951,0,27.0,12.0,2000.0,1.0,300,8.5,80.0,4.0,986.0,77.0,24.0,7.0,,,,2000-6
3952,0,27.0,12.0,2000.0,1.0,600,8.5,79.5,4.0,986.0,77.0,24.0,7.0,,,,2000-6
3953,0,27.0,12.0,2000.0,1.0,900,8.5,79.0,4.0,988.0,77.0,22.0,7.0,,,26.71,2000-6
3954,0,27.0,12.0,2000.0,1.0,1200,8.5,78.5,3.5,990.0,65.0,20.0,4.0,,,26.73,2000-6
3955,0,27.0,12.0,2000.0,1.0,1500,8.5,78.5,3.5,996.0,55.0,16.0,4.0,,,26.73,2000-6
3956,0,27.0,12.0,2000.0,1.0,1800,8.5,78.5,3.5,998.0,55.0,14.0,4.0,,,26.73,2000-6
3957,0,27.0,12.0,2000.0,1.0,2100,8.5,78.0,3.0,1002.0,55.0,10.0,3.0,,,26.73,2000-6
3958,0,28.0,12.0,2000.0,1.0,0,8.5,77.5,2.5,1004.0,35.0,8.0,3.0,,,27.18,2000-6
3959,0,28.0,12.0,2000.0,1.0,300,8.5,77.5,2.5,1004.0,35.0,8.0,3.0,,,27.18,2000-6
3960,0,28.0,12.0,2000.0,1.0,600,8.5,77.0,2.0,1004.0,30.0,6.0,2.0,,,27.92,2000-6
3961,0,28.0,12.0,2000.0,1.0,900,8.75,76.75,1.75,1005.0,27.5,5.0,,,,,2000-6
3962,0,28.0,12.0,2000.0,1.0,1200,9.0,76.5,1.5,1006.0,25.0,4.0,1.0,,,27.18,2000-6
3963,0,28.0,12.0,2000.0,1.0,1500,9.0,76.25,1.38,1005.0,,,,,,27.18,2000-6
3964,0,28.0,12.0,2000.0,1.0,1800,9.0,76.0,1.25,1004.0,,,,,,27.18,2000-6
3965,0,28.0,12.0,2000.0,1.0,2100,9.0,75.75,1.12,1003.0,,,,,,27.18,2000-6
3966,0,29.0,12.0,2000.0,1.0,0,9.0,75.5,1.0,1002.0,,,,,,27.56,2000-6
3967,1,21.0,5.0,2001.0,2.0,1200,13.5,69.0,1.5,1000.0,25.0,4.0,1.0,,,31.01,2001-1
3968,1,21.0,5.0,2001.0,2.0,1500,13.5,69.5,1.5,1000.0,25.0,4.0,,,,31.08,2001-1
3969,1,21.0,5.0,2001.0,2.0,1800,13.5,70.0,1.5,1000.0,25.0,4.0,1.0,,,31.08,2001-1
3970,1,21.0,5.0,2001.0,2.0,2100,13.5,70.0,2.0,998.0,30.0,6.0,2.0,,,31.08,2001-1
3971,1,22.0,5.0,2001.0,2.0,0,14.0,71.0,2.0,998.0,30.0,6.0,2.0,,,31.119999,2001-1
3972,1,22.0,5.0,2001.0,2.0,300,14.0,71.5,2.5,996.0,40.0,8.0,3.0,,,30.56,2001-1
3973,1,22.0,5.0,2001.0,2.0,600,14.0,71.5,3.0,996.0,45.0,10.0,3.0,,,30.56,2001-1
3974,1,22.0,5.0,2001.0,2.0,900,14.0,71.5,3.0,994.0,45.0,10.0,3.0,,,30.56,2001-1
3975,1,22.0,5.0,2001.0,2.0,1200,14.0,71.5,3.0,992.0,45.0,12.0,3.0,,,30.56,2001-1
3976,1,22.0,5.0,2001.0,2.0,1500,14.0,71.5,3.5,990.0,55.0,14.0,4.0,,,30.56,2001-1
3977,1,22.0,5.0,2001.0,2.0,1800,14.0,71.5,3.5,988.0,55.0,16.0,4.0,,,30.56,2001-1
3978,1,22.0,5.0,2001.0,2.0,2100,14.5,71.5,4.0,982.0,65.0,22.0,7.0,,,30.56,2001-1
3979,1,23.0,5.0,2001.0,2.0,0,14.5,71.5,4.0,980.0,65.0,22.0,7.0,,,30.07,2001-1
3980,1,23.0,5.0,2001.0,2.0,300,15.0,71.5,4.5,974.0,77.0,30.0,7.0,,,30.25,2001-1
3981,1,23.0,5.0,2001.0,2.0,600,15.5,71.0,5.0,964.0,90.0,40.0,6.0,,,30.64,2001-1
3982,1,23.0,5.0,2001.0,2.0,900,16.0,71.0,5.0,962.0,90.0,40.0,6.0,,,30.64,2001-1
3983,1,23.0,5.0,2001.0,2.0,1200,16.0,70.5,5.0,960.0,90.0,40.0,6.0,,,29.939999,2001-1
3984,1,23.0,5.0,2001.0,2.0,1500,16.0,70.5,5.0,962.0,90.0,40.0,6.0,,,29.939999,2001-1
3985,1,23.0,5.0,2001.0,2.0,1800,16.0,70.5,5.0,962.0,90.0,40.0,6.0,,,29.939999,2001-1
3986,1,23.0,5.0,2001.0,2.0,2100,16.0,70.0,5.0,960.0,90.0,40.0,6.0,,,29.939999,2001-1
3987,1,24.0,5.0,2001.0,2.0,0,16.0,69.5,5.0,960.0,90.0,40.0,6.0,,,29.279999,2001-1
3988,1,24.0,5.0,2001.0,2.0,300,16.5,69.5,5.5,950.0,102.0,52.0,6.0,,,29.279999,2001-1
3989,1,24.0,5.0,2001.0,2.0,600,17.0,69.0,5.5,946.0,102.0,52.0,6.0,,,29.47,2001-1
3990,1,24.0,5.0,2001.0,2.0,900,17.0,68.5,6.0,932.0,115.0,66.0,6.0,,,28.91,2001-1
3991,1,24.0,5.0,2001.0,2.0,1200,17.0,68.5,6.0,932.0,115.0,66.0,6.0,,,28.91,2001-1
3992,1,24.0,5.0,2001.0,2.0,1500,17.0,68.5,6.0,932.0,115.0,66.0,6.0,,,28.91,2001-1
3993,1,24.0,5.0,2001.0,2.0,1800,17.0,68.5,6.0,932.0,115.0,66.0,6.0,,,28.91,2001-1
3994,1,24.0,5.0,2001.0,2.0,2100,17.0,68.0,6.0,932.0,115.0,66.0,6.0,,,28.91,2001-1
3995,1,25.0,5.0,2001.0,2.0,0,17.0,67.5,6.0,932.0,115.0,66.0,6.0,,,28.91,2001-1
3996,1,25.0,5.0,2001.0,2.0,300,17.0,68.0,5.5,948.0,102.0,52.0,6.0,,,28.91,2001-1
3997,1,25.0,5.0,2001.0,2.0,600,17.0,68.0,5.0,960.0,90.0,40.0,6.0,,,28.91,2001-1
3998,1,25.0,5.0,2001.0,2.0,900,17.0,68.0,5.0,960.0,90.0,40.0,6.0,,,28.91,2001-1
3999,1,25.0,5.0,2001.0,2.0,1200,17.2,67.5,4.5,968.0,77.0,30.0,7.0,,,28.91,2001-1
4000,1,25.0,5.0,2001.0,2.0,1500,17.0,68.0,4.5,968.0,77.0,30.0,7.0,,,28.91,2001-1
4001,1,25.0,5.0,2001.0,2.0,1800,17.0,68.0,4.5,970.0,77.0,30.0,7.0,,,28.91,2001-1
4002,1,25.0,5.0,2001.0,2.0,2100,17.0,67.5,4.5,970.0,77.0,30.0,7.0,,,28.91,2001-1
4003,1,26.0,5.0,2001.0,2.0,0,17.5,67.5,4.0,976.0,65.0,20.0,7.0,,,28.46,2001-1
4004,1,26.0,5.0,2001.0,2.0,300,17.5,67.5,3.5,982.0,55.0,16.0,4.0,,,28.46,2001-1
4005,1,26.0,5.0,2001.0,2.0,600,17.5,67.5,3.5,984.0,55.0,16.0,4.0,,,28.46,2001-1
4006,1,26.0,5.0,2001.0,2.0,900,17.5,67.5,3.5,984.0,55.0,16.0,4.0,,,28.46,2001-1
4007,1,26.0,5.0,2001.0,2.0,1200,17.5,67.5,3.5,982.0,55.0,16.0,4.0,,,28.46,2001-1
4008,1,26.0,5.0,2001.0,2.0,1500,17.5,67.5,3.5,982.0,55.0,16.0,4.0,,,28.46,2001-1
4009,1,26.0,5.0,2001.0,2.0,1800,17.5,67.5,3.5,982.0,55.0,16.0,4.0,,,28.46,2001-1
4010,1,26.0,5.0,2001.0,2.0,2100,18.0,67.5,3.5,982.0,55.0,16.0,4.0,,,28.46,2001-1
4011,1,27.0,5.0,2001.0,2.0,0,18.0,67.5,3.5,984.0,55.0,16.0,4.0,,,28.48,2001-1
4012,1,27.0,5.0,2001.0,2.0,300,18.0,67.5,3.0,986.0,45.0,12.0,3.0,,,28.48,2001-1
4013,1,27.0,5.0,2001.0,2.0,600,18.0,67.5,3.0,986.0,45.0,10.0,3.0,,,28.48,2001-1
4014,1,27.0,5.0,2001.0,2.0,900,18.0,67.5,3.0,986.0,45.0,10.0,3.0,,,28.48,2001-1
4015,1,27.0,5.0,2001.0,2.0,1200,19.0,67.5,3.0,988.0,45.0,8.0,3.0,,,28.14,2001-1
4016,1,27.0,5.0,2001.0,2.0,1500,19.0,68.0,2.5,994.0,35.0,8.0,3.0,,,28.14,2001-1
4017,1,27.0,5.0,2001.0,2.0,1800,19.0,68.0,2.5,994.0,35.0,8.0,3.0,,,28.14,2001-1
4018,1,27.0,5.0,2001.0,2.0,2100,19.5,68.0,2.5,994.0,35.0,8.0,3.0,,,28.369999,2001-1
4019,1,28.0,5.0,2001.0,2.0,0,19.5,68.0,2.5,994.0,35.0,8.0,3.0,,,28.05,2001-1
4020,1,28.0,5.0,2001.0,2.0,300,20.0,68.0,2.5,994.0,35.0,8.0,3.0,,,28.05,2001-1
4021,1,28.0,5.0,2001.0,2.0,600,20.0,68.0,2.5,996.0,35.0,8.0,3.0,,,28.05,2001-1
4022,1,28.0,5.0,2001.0,2.0,900,20.0,68.0,2.5,996.0,35.0,8.0,3.0,,,28.05,2001-1
4023,1,28.0,5.0,2001.0,2.0,1200,21.0,68.5,2.0,996.0,30.0,6.0,2.0,,,28.59,2001-1
4024,1,28.0,5.0,2001.0,2.0,1500,21.0,68.5,2.0,996.0,30.0,6.0,2.0,,,28.59,2001-1
4025,1,28.0,5.0,2001.0,2.0,1800,21.5,69.0,1.5,998.0,25.0,4.0,1.0,,,28.599998,2001-1
4026,1,28.0,5.0,2001.0,2.0,2100,21.5,69.0,1.5,998.0,25.0,4.0,1.0,,,28.599998,2001-1
4027,1,29.0,5.0,2001.0,2.0,0,21.5,69.0,1.5,998.0,25.0,4.0,1.0,,,28.48,2001-1
4028,0,12.0,6.0,2001.0,0.0,300,19.5,87.0,1.5,990.0,25.0,4.0,1.0,,,29.39,2001-2
4029,0,12.0,6.0,2001.0,0.0,600,19.67,86.83,1.5,990.0,25.0,4.0,,,,29.39,2001-2
4030,0,12.0,6.0,2001.0,0.0,900,19.83,86.67,1.5,990.0,25.0,4.0,,,,29.39,2001-2
4031,0,12.0,6.0,2001.0,0.0,1200,20.0,86.5,1.5,990.0,25.0,4.0,1.0,,,,2001-2
4032,0,12.0,6.0,2001.0,0.0,1500,20.2,86.3,1.5,990.8,25.0,4.0,,,,,2001-2
4033,0,12.0,6.0,2001.0,0.0,1800,20.4,86.1,1.5,991.6,25.0,4.0,,,,,2001-2
4034,0,12.0,6.0,2001.0,0.0,2100,20.6,85.9,1.5,992.4,25.0,4.0,,,,,2001-2
4035,0,13.0,6.0,2001.0,0.0,0,20.8,85.7,1.5,993.2,25.0,4.0,,,,,2001-2
4036,0,13.0,6.0,2001.0,0.0,300,21.0,85.5,1.5,994.0,25.0,4.0,1.0,,,,2001-2
4037,0,13.0,6.0,2001.0,0.0,600,21.0,85.25,1.5,994.0,25.0,4.0,,,,,2001-2
4038,0,13.0,6.0,2001.0,0.0,900,21.0,85.0,1.5,994.0,25.0,4.0,1.0,,,,2001-2
4039,0,13.0,6.0,2001.0,0.0,1200,21.5,84.5,1.5,994.0,25.0,4.0,,,,,2001-2
4040,1,24.0,9.0,2001.0,0.0,900,17.0,69.5,1.5,1006.0,25.0,2.0,1.0,,,28.119999,2001-3
4041,1,24.0,9.0,2001.0,0.0,1200,17.0,69.5,1.5,1006.0,25.0,2.0,1.0,,,28.119999,2001-3
4042,1,24.0,9.0,2001.0,0.0,1500,17.0,69.25,1.75,1005.0,27.5,3.0,,,,28.64,2001-3
4043,1,24.0,9.0,2001.0,0.0,1800,17.0,69.0,2.0,1004.0,30.0,4.0,2.0,,,28.64,2001-3
4044,1,24.0,9.0,2001.0,0.0,2100,17.0,69.0,2.0,1004.0,30.0,4.0,,,,28.64,2001-3
4045,1,25.0,9.0,2001.0,0.0,0,17.0,69.0,2.0,1004.0,30.0,4.0,2.0,,,28.349998,2001-3
4046,1,25.0,9.0,2001.0,0.0,300,17.0,68.5,2.0,1004.0,30.0,4.0,2.0,,,27.689999,2001-3
4047,1,25.0,9.0,2001.0,0.0,600,17.0,68.0,2.0,1000.0,30.0,4.0,2.0,,,27.689999,2001-3
4048,1,25.0,9.0,2001.0,0.0,900,17.0,68.0,2.0,1000.0,30.0,4.0,2.0,,,27.689999,2001-3
4049,1,25.0,9.0,2001.0,0.0,1200,17.0,68.0,2.5,1000.0,35.0,6.0,3.0,,,27.689999,2001-3
4050,1,25.0,9.0,2001.0,0.0,1500,17.0,68.0,2.5,1000.0,35.0,6.0,3.0,,,27.689999,2001-3
4051,1,25.0,9.0,2001.0,0.0,1800,17.0,68.0,2.5,1000.0,35.0,6.0,3.0,,,27.689999,2001-3
4052,1,25.0,9.0,2001.0,0.0,2100,17.0,69.0,2.5,1000.0,35.0,6.0,3.0,,,28.349998,2001-3
4053,1,26.0,9.0,2001.0,0.0,0,17.0,68.0,2.5,1000.0,35.0,6.0,3.0,,,27.47,2001-3
4054,1,26.0,9.0,2001.0,0.0,300,18.0,67.5,2.5,1000.0,35.0,6.0,3.0,,,27.5,2001-3
4055,1,26.0,9.0,2001.0,0.0,600,17.5,67.0,2.5,1000.0,35.0,6.0,3.0,,,27.13,2001-3
4056,1,26.0,9.0,2001.0,0.0,900,18.0,66.5,2.5,1000.0,35.0,6.0,3.0,,,26.76,2001-3
4057,1,26.0,9.0,2001.0,0.0,1200,18.3,66.0,2.5,1000.0,35.0,6.0,3.0,,,26.76,2001-3
4058,1,26.0,9.0,2001.0,0.0,1500,18.5,66.0,2.5,1000.0,35.0,6.0,3.0,,,26.76,2001-3
4059,1,26.0,9.0,2001.0,0.0,1800,18.5,65.5,2.5,1000.0,35.0,6.0,3.0,,,26.76,2001-3
4060,1,26.0,9.0,2001.0,0.0,2100,18.5,65.5,2.5,1000.0,35.0,6.0,3.0,,,26.76,2001-3
4061,1,27.0,9.0,2001.0,0.0,0,18.5,65.0,2.5,1000.0,35.0,6.0,3.0,,,26.67,2001-3
4062,1,27.0,9.0,2001.0,0.0,300,18.5,64.0,2.5,1000.0,35.0,6.0,3.0,,,26.42,2001-3
4063,1,27.0,9.0,2001.0,0.0,600,18.5,64.0,2.5,1004.0,35.0,6.0,3.0,,,26.42,2001-3
4064,1,27.0,9.0,2001.0,0.0,900,18.5,63.75,2.25,1005.0,32.5,5.0,,,,26.42,2001-3
4065,1,27.0,9.0,2001.0,0.0,1200,18.5,63.5,2.0,1006.0,30.0,4.0,2.0,,,26.42,2001-3
4066,1,27.0,9.0,2001.0,0.0,1500,18.5,63.25,2.0,1006.0,30.0,4.0,,,,26.67,2001-3
4067,1,27.0,9.0,2001.0,0.0,1800,18.5,63.0,2.0,1006.0,30.0,4.0,2.0,,,26.67,2001-3
