,BOO,date,month,year,season,time,lati,long,cino,ecp,mssw,pd,grade,oci,diam,sst,cyclone_id
0,0,1.0,5.0,1982.0,2.0,300,14.0,82.5,1.5,,25.0,3.0,1.0,,,30.97,1982-1
1,0,1.0,5.0,1982.0,2.0,600,14.5,82.5,2.0,,30.0,5.0,2.0,,,30.97,1982-1
2,0,1.0,5.0,1982.0,2.0,900,14.75,82.25,2.25,,32.5,5.5,,,,30.76,1982-1
3,0,1.0,5.0,1982.0,2.0,1200,15.0,82.0,2.5,,35.0,6.0,3.0,,,30.76,1982-1
4,0,1.0,5.0,1982.0,2.0,1500,15.25,82.25,2.5,,37.5,7.0,,,,30.76,1982-1
5,0,1.0,5.0,1982.0,2.0,1800,15.5,82.5,2.5,,40.0,8.0,3.0,,,29.92,1982-1
6,0,1.0,5.0,1982.0,2.0,2100,15.75,82.75,2.75,,42.5,9.0,,,,29.98,1982-1
7,0,2.0,5.0,1982.0,2.0,0,16.0,83.0,3.0,,45.0,10.0,3.0,,,30.0,1982-1
8,0,2.0,5.0,1982.0,2.0,300,16.5,83.5,3.0,,45.0,10.04,3.0,,,30.439999,1982-1
9,0,2.0,5.0,1982.0,2.0,600,16.5,84.0,3.5,,50.0,12.4,4.0,,,30.439999,1982-1
10,0,2.0,5.0,1982.0,2.0,900,16.5,84.25,3.5,,52.5,13.7,,,,30.439999,1982-1
11,0,2.0,5.0,1982.0,2.0,1200,16.5,84.5,3.5,,55.0,15.0,4.0,,,30.439999,1982-1
12,0,2.0,5.0,1982.0,2.0,1500,16.75,84.75,3.5,,55.0,15.0,,,,28.98,1982-1
13,0,2.0,5.0,1982.0,2.0,1800,17.0,85.0,3.5,,55.0,15.0,4.0,,,28.98,1982-1
14,0,2.0,5.0,1982.0,2.0,2100,17.0,85.5,3.5,,57.5,16.43,,,,29.039998999999998,1982-1
15,0,3.0,5.0,1982.0,2.0,0,17.0,86.0,3.5,,60.0,17.85,4.0,,,29.06,1982-1
16,0,3.0,5.0,1982.0,2.0,300,17.0,86.5,4.0,,65.0,20.95,7.0,,,29.06,1982-1
17,0,3.0,5.0,1982.0,2.0,600,17.5,87.5,4.5,,80.0,31.74,7.0,,,28.47,1982-1
18,0,3.0,5.0,1982.0,2.0,900,17.5,88.0,4.75,,85.0,35.95,,,,28.47,1982-1
19,0,3.0,5.0,1982.0,2.0,1200,17.5,88.5,5.0,,90.0,40.17,7.0,,,28.47,1982-1
20,0,3.0,5.0,1982.0,2.0,1500,17.5,89.25,5.25,,97.5,47.42,,,,28.22,1982-1
21,0,3.0,5.0,1982.0,2.0,1800,17.5,90.0,5.5,,105.0,54.68,7.0,,,27.939999,1982-1
22,0,3.0,5.0,1982.0,2.0,2100,17.5,90.5,5.75,,110.0,60.14,,,,27.939999,1982-1
23,0,4.0,5.0,1982.0,2.0,0,17.5,91.0,6.0,,115.0,65.59,7.0,,,26.21,1982-1
24,0,4.0,5.0,1982.0,2.0,300,17.5,91.5,6.0,,115.0,65.59,7.0,,,26.31,1982-1
25,0,4.0,5.0,1982.0,2.0,600,17.5,92.0,6.0,,115.0,65.59,7.0,,,26.31,1982-1
26,0,4.0,5.0,1982.0,2.0,900,17.5,92.75,6.0,,115.0,65.59,,,,26.67,1982-1
27,0,4.0,5.0,1982.0,2.0,1200,17.5,93.5,6.0,,115.0,65.59,7.0,,,26.869999,1982-1
28,0,4.0,5.0,1982.0,2.0,1500,17.4,94.0,,,115.0,65.59,,,,28.49,1982-1
29,0,4.0,5.0,1982.0,2.0,1800,17.3,94.5,,,115.0,65.59,7.0,,,28.49,1982-1
30,0,4.0,5.0,1982.0,2.0,2100,17.27,95.83,,,86.67,45.21,,,,,1982-1
31,0,5.0,5.0,1982.0,2.0,0,17.23,97.17,,,58.33,24.84,,,,29.99,1982-1
32,0,5.0,5.0,1982.0,2.0,300,17.2,98.5,,,30.0,4.46,2.0,,,,1982-1
33,0,5.0,5.0,1982.0,2.0,600,17.3,95.17,,,,,,,,,1982-1
34,0,5.0,5.0,1982.0,2.0,900,17.4,91.83,,,,,,,,26.3,1982-1
35,0,5.0,5.0,1982.0,2.0,1200,17.5,88.5,,,,,,,,27.359999,1982-1
36,0,31.0,5.0,1982.0,2.0,1200,14.5,91.5,1.5,990.0,25.0,3.1,1.0,,,29.05,1982-2
37,0,31.0,5.0,1982.0,2.0,1500,16.75,91.4,1.75,989.0,27.5,3.78,,,,29.109999,1982-2
38,0,31.0,5.0,1982.0,2.0,1800,19.0,91.3,2.0,988.0,30.0,4.46,2.0,,,29.3,1982-2
39,0,31.0,5.0,1982.0,2.0,2100,18.0,91.2,2.17,986.67,33.33,5.62,,,,28.789998999999998,1982-2
40,0,1.0,6.0,1982.0,0.0,0,17.0,91.1,2.33,985.33,36.67,6.77,,,,29.01,1982-2
41,0,1.0,6.0,1982.0,0.0,300,16.0,91.0,2.5,984.0,40.0,7.93,3.0,,,29.019999,1982-2
42,0,1.0,6.0,1982.0,0.0,600,16.5,91.0,2.5,984.0,40.0,7.93,3.0,,,29.019999,1982-2
43,0,1.0,6.0,1982.0,0.0,900,16.5,90.75,2.5,984.0,40.0,7.93,,,,29.019999,1982-2
44,0,1.0,6.0,1982.0,0.0,1200,16.5,90.5,2.5,984.0,40.0,7.93,3.0,,,29.519999,1982-2
45,0,1.0,6.0,1982.0,0.0,1500,16.75,90.25,2.5,984.0,40.0,7.93,,,,29.949999,1982-2
46,0,1.0,6.0,1982.0,0.0,1800,17.0,90.0,2.5,984.0,40.0,7.93,3.0,,,29.949999,1982-2
47,0,1.0,6.0,1982.0,0.0,2100,18.0,89.25,2.5,984.0,40.0,7.93,,,,29.949999,1982-2
48,0,2.0,6.0,1982.0,0.0,0,19.0,88.5,2.5,984.0,40.0,7.93,3.0,,,31.76,1982-2
49,0,2.0,6.0,1982.0,0.0,300,17.5,89.5,3.0,982.0,45.0,10.04,3.0,,,30.029999,1982-2
50,0,2.0,6.0,1982.0,0.0,600,17.5,89.5,3.5,982.0,45.0,10.04,3.0,,,30.029999,1982-2
51,0,2.0,6.0,1982.0,0.0,900,17.75,89.25,3.25,982.0,45.0,10.04,,,,30.109999,1982-2
52,0,2.0,6.0,1982.0,0.0,1200,18.0,89.0,3.0,982.0,45.0,10.04,4.0,,,30.109999,1982-2
53,0,2.0,6.0,1982.0,0.0,1500,18.25,88.75,3.0,980.5,47.5,11.52,,,,30.109999,1982-2
54,0,2.0,6.0,1982.0,0.0,1800,18.5,88.5,3.0,979.0,50.0,13.0,4.0,,,30.939999,1982-2
55,0,2.0,6.0,1982.0,0.0,2100,18.75,88.5,3.25,977.5,52.5,14.5,,,,31.76,1982-2
56,0,3.0,6.0,1982.0,0.0,0,19.0,88.5,3.5,976.0,55.0,16.0,4.0,,,27.34,1982-2
57,0,3.0,6.0,1982.0,0.0,300,19.0,88.0,4.0,972.0,65.0,22.0,7.0,,,27.34,1982-2
58,0,3.0,6.0,1982.0,0.0,600,19.5,87.5,4.5,960.0,80.0,31.74,7.0,,,28.24,1982-2
59,0,3.0,6.0,1982.0,0.0,900,19.5,87.5,5.0,952.0,90.0,40.17,7.0,,,28.24,1982-2
60,0,3.0,6.0,1982.0,0.0,1200,20.0,87.0,5.0,952.0,90.0,40.0,7.0,,,29.179997999999998,1982-2
61,0,3.0,6.0,1982.0,0.0,1500,20.5,86.75,5.0,952.0,90.0,40.09,,,,29.179997999999998,1982-2
62,0,3.0,6.0,1982.0,0.0,1800,21.0,86.5,5.0,952.0,90.0,40.17,7.0,,,,1982-2
63,0,3.0,6.0,1982.0,0.0,2100,21.25,86.25,4.5,961.0,77.5,31.09,,,,,1982-2
64,0,4.0,6.0,1982.0,0.0,0,21.5,86.0,4.0,970.0,65.0,22.0,7.0,,,,1982-2
65,0,4.0,6.0,1982.0,0.0,300,22.0,85.5,3.0,982.0,45.0,10.0,3.0,,,,1982-2
66,0,4.0,6.0,1982.0,0.0,600,22.5,85.0,2.5,986.0,35.0,6.0,3.0,,,,1982-2
67,0,4.0,6.0,1982.0,0.0,900,22.75,84.5,2.25,987.0,32.5,5.23,,,,,1982-2
68,0,4.0,6.0,1982.0,0.0,1200,23.0,84.0,2.0,988.0,30.0,4.46,2.0,,,,1982-2
69,0,4.0,6.0,1982.0,0.0,1500,23.5,83.25,2.0,988.0,30.0,4.46,,,,,1982-2
70,0,4.0,6.0,1982.0,0.0,1800,24.0,82.5,2.0,988.0,30.0,4.46,2.0,,,,1982-2
71,0,4.0,6.0,1982.0,0.0,2100,24.25,81.75,1.75,989.0,27.5,3.73,,,,,1982-2
72,0,5.0,6.0,1982.0,0.0,0,24.5,81.0,1.5,990.0,25.0,3.0,1.0,,,,1982-2
73,0,5.0,6.0,1982.0,0.0,300,25.0,81.5,1.5,991.0,20.0,3.0,1.0,,,,1982-2
74,0,18.0,7.0,1982.0,0.0,300,18.0,88.0,1.5,,25.0,4.0,1.0,,,27.599998,1982-3
75,0,18.0,7.0,1982.0,0.0,600,18.1,87.67,1.67,,26.67,4.33,,,,27.599998,1982-3
76,0,18.0,7.0,1982.0,0.0,900,18.2,87.33,1.83,,28.33,4.67,,,,27.4,1982-3
77,0,18.0,7.0,1982.0,0.0,1200,18.3,87.0,2.0,,30.0,5.0,2.0,,,27.4,1982-3
78,0,18.0,7.0,1982.0,0.0,1500,18.35,86.75,2.0,,30.0,5.0,,,,27.4,1982-3
79,0,18.0,7.0,1982.0,0.0,1800,18.4,86.5,2.0,,30.0,5.0,2.0,,,27.82,1982-3
80,0,18.0,7.0,1982.0,0.0,2100,18.45,86.25,2.0,,30.0,5.0,,,,27.82,1982-3
81,0,19.0,7.0,1982.0,0.0,0,18.5,86.0,2.0,,30.0,5.0,2.0,,,28.0,1982-3
82,0,19.0,7.0,1982.0,0.0,300,18.5,86.0,2.0,,30.0,5.0,2.0,,,28.0,1982-3
83,0,19.0,7.0,1982.0,0.0,600,18.7,85.8,2.0,,30.0,5.0,2.0,,,28.59,1982-3
84,0,19.0,7.0,1982.0,0.0,900,18.85,85.65,1.75,,27.5,4.5,,,,28.59,1982-3
85,0,19.0,7.0,1982.0,0.0,1200,19.0,85.5,1.5,,25.0,4.0,1.0,,,28.59,1982-3
86,0,19.0,7.0,1982.0,0.0,1500,19.12,85.38,1.5,,23.75,3.75,,,,27.449999,1982-3
87,0,19.0,7.0,1982.0,0.0,1800,19.25,85.25,1.5,,22.5,3.5,,,,27.449999,1982-3
88,0,19.0,7.0,1982.0,0.0,2100,19.38,85.12,1.5,,21.25,3.25,,,,27.449999,1982-3
89,0,20.0,7.0,1982.0,0.0,0,19.5,85.0,1.5,,20.0,3.0,1.0,,,,1982-3
90,0,20.0,7.0,1982.0,0.0,300,19.5,85.0,1.5,,20.0,3.0,,,,,1982-3
91,0,12.0,8.0,1982.0,0.0,300,20.0,88.5,1.5,,25.0,3.1,1.0,,,28.26,1982-4
92,0,12.0,8.0,1982.0,0.0,600,20.17,88.17,1.5,,25.0,3.1,,,,28.26,1982-4
93,0,12.0,8.0,1982.0,0.0,900,20.33,87.83,1.5,,25.0,3.1,,,,28.26,1982-4
94,0,12.0,8.0,1982.0,0.0,1200,20.5,87.5,1.5,,25.0,3.1,1.0,,,28.26,1982-4
95,0,12.0,8.0,1982.0,0.0,1500,20.5,87.25,1.5,,25.0,3.1,,,,28.01,1982-4
96,0,12.0,8.0,1982.0,0.0,1800,20.5,87.0,1.5,,25.0,3.1,1.0,,,28.01,1982-4
97,0,18.0,8.0,1982.0,0.0,300,21.0,88.0,,,25.0,3.0,1.0,,,28.13,1982-5
98,0,18.0,8.0,1982.0,0.0,600,21.17,87.83,,,25.0,3.0,,,,28.13,1982-5
99,0,18.0,8.0,1982.0,0.0,900,21.33,87.67,,,25.0,3.0,,,,28.13,1982-5
100,0,18.0,8.0,1982.0,0.0,1200,21.5,87.5,,,25.0,3.0,1.0,,,,1982-5
101,0,18.0,8.0,1982.0,0.0,1500,21.6,87.3,,,25.0,3.0,,,,,1982-5
102,0,18.0,8.0,1982.0,0.0,1800,21.7,87.1,,,25.0,3.0,,,,,1982-5
103,0,18.0,8.0,1982.0,0.0,2100,21.8,86.9,,,25.0,3.0,,,,,1982-5
104,0,19.0,8.0,1982.0,0.0,0,21.9,86.7,,,25.0,3.0,,,,,1982-5
105,0,19.0,8.0,1982.0,0.0,300,22.0,86.5,,,25.0,3.0,1.0,,,,1982-5
106,0,19.0,8.0,1982.0,0.0,600,22.07,86.33,,,25.0,3.0,,,,,1982-5
107,0,19.0,8.0,1982.0,0.0,900,22.13,86.17,,,25.0,3.0,,,,,1982-5
108,0,19.0,8.0,1982.0,0.0,1200,22.2,86.0,,,25.0,3.0,1.0,,,,1982-5
109,0,27.0,8.0,1982.0,0.0,300,19.0,88.5,1.5,,25.0,3.0,1.0,,,27.9,1982-6
110,0,27.0,8.0,1982.0,0.0,600,19.33,88.33,1.5,,25.0,3.33,,,,27.9,1982-6
111,0,27.0,8.0,1982.0,0.0,900,19.67,88.17,1.5,,25.0,3.67,,,,28.279999,1982-6
112,0,27.0,8.0,1982.0,0.0,1200,20.0,88.0,1.5,,25.0,4.0,1.0,,,28.279999,1982-6
113,0,27.0,8.0,1982.0,0.0,1500,20.2,88.0,1.5,,25.0,4.0,,,,28.279999,1982-6
114,0,27.0,8.0,1982.0,0.0,1800,20.4,88.0,1.5,,25.0,4.0,,,,28.279999,1982-6
115,0,27.0,8.0,1982.0,0.0,2100,20.6,88.0,1.5,,25.0,4.0,,,,28.199999,1982-6
116,0,28.0,8.0,1982.0,0.0,0,20.8,88.0,1.5,,25.0,4.0,,,,28.619999,1982-6
117,0,28.0,8.0,1982.0,0.0,300,21.0,88.0,1.5,,25.0,4.0,1.0,,,28.619999,1982-6
118,0,28.0,8.0,1982.0,0.0,600,21.07,87.9,1.5,,25.0,4.0,,,,28.619999,1982-6
119,0,28.0,8.0,1982.0,0.0,900,21.13,87.8,1.5,,25.0,4.0,,,,28.619999,1982-6
120,0,28.0,8.0,1982.0,0.0,1200,21.2,87.7,1.5,,25.0,4.0,1.0,,,28.619999,1982-6
121,0,28.0,8.0,1982.0,0.0,1500,21.06,87.26,1.5,,25.0,4.0,,,,29.0,1982-6
122,0,28.0,8.0,1982.0,0.0,1800,20.92,86.82,1.5,,25.0,4.0,,,,29.0,1982-6
123,0,28.0,8.0,1982.0,0.0,2100,20.78,86.38,1.5,,25.0,4.0,,,,,1982-6
124,0,29.0,8.0,1982.0,0.0,0,20.64,85.94,1.5,,25.0,4.0,,,,,1982-6
125,0,29.0,8.0,1982.0,0.0,300,20.5,85.5,1.5,,25.0,4.0,1.0,,,,1982-6
126,0,29.0,8.0,1982.0,0.0,600,20.67,85.33,1.5,,25.0,4.0,,,,,1982-6
127,0,29.0,8.0,1982.0,0.0,900,20.83,85.17,1.5,,25.0,4.0,,,,,1982-6
128,0,29.0,8.0,1982.0,0.0,1200,21.0,85.0,1.5,,25.0,4.0,1.0,,,,1982-6
129,0,29.0,8.0,1982.0,0.0,1500,21.2,85.0,1.5,,25.0,4.0,,,,,1982-6
130,0,29.0,8.0,1982.0,0.0,1800,21.4,85.0,1.5,,25.0,4.0,,,,,1982-6
131,0,29.0,8.0,1982.0,0.0,2100,21.6,85.0,1.5,,25.0,4.0,,,,,1982-6
132,0,30.0,8.0,1982.0,0.0,0,21.8,85.0,1.5,,25.0,4.0,,,,,1982-6
133,0,30.0,8.0,1982.0,0.0,300,22.0,85.0,1.5,,25.0,4.0,1.0,,,,1982-6
134,0,30.0,8.0,1982.0,0.0,600,22.33,85.0,1.5,,25.0,4.0,,,,,1982-6
135,0,30.0,8.0,1982.0,0.0,900,22.67,85.0,1.5,,25.0,4.0,,,,,1982-6
136,0,30.0,8.0,1982.0,0.0,1200,23.0,85.0,1.5,,25.0,4.0,1.0,,,,1982-6
137,0,30.0,8.0,1982.0,0.0,1500,23.2,84.9,,,25.0,4.0,,,,,1982-6
138,0,30.0,8.0,1982.0,0.0,1800,23.4,84.8,,,25.0,4.0,,,,,1982-6
139,0,30.0,8.0,1982.0,0.0,2100,23.6,84.7,,,25.0,4.0,,,,,1982-6
140,0,31.0,8.0,1982.0,0.0,0,23.8,84.6,,,25.0,4.0,,,,,1982-6
141,0,31.0,8.0,1982.0,0.0,300,24.0,84.5,,,25.0,4.0,1.0,,,,1982-6
142,0,31.0,8.0,1982.0,0.0,600,24.33,83.67,,,25.0,4.0,,,,,1982-6
143,0,31.0,8.0,1982.0,0.0,900,24.67,82.83,,,25.0,4.0,,,,,1982-6
144,0,31.0,8.0,1982.0,0.0,1200,25.0,82.0,,,25.0,4.0,1.0,,,,1982-6
145,0,31.0,8.0,1982.0,0.0,1500,25.0,81.9,,,24.0,3.8,,,,,1982-6
146,0,31.0,8.0,1982.0,0.0,1800,25.0,81.8,,,23.0,3.6,,,,,1982-6
147,0,31.0,8.0,1982.0,0.0,2100,25.0,81.7,,,22.0,3.4,,,,,1982-6
148,0,1.0,9.0,1982.0,0.0,0,25.0,81.6,,,21.0,3.2,,,,,1982-6
149,0,1.0,9.0,1982.0,0.0,300,25.0,81.5,,,20.0,3.0,1.0,,,,1982-6
150,0,1.0,9.0,1982.0,0.0,600,25.0,81.43,,,20.0,3.0,,,,,1982-6
151,0,1.0,9.0,1982.0,0.0,900,25.0,81.37,,,20.0,3.0,,,,,1982-6
152,0,1.0,9.0,1982.0,0.0,1200,25.0,81.3,,,20.0,3.0,1.0,,,,1982-6
153,0,1.0,9.0,1982.0,0.0,1500,25.0,81.24,,,20.0,3.0,,,,,1982-6
154,0,1.0,9.0,1982.0,0.0,1800,25.0,81.18,,,20.0,3.0,,,,,1982-6
155,0,1.0,9.0,1982.0,0.0,2100,25.0,81.12,,,20.0,3.0,,,,,1982-6
156,0,2.0,9.0,1982.0,0.0,0,25.0,81.06,,,20.0,3.0,,,,,1982-6
157,0,2.0,9.0,1982.0,0.0,300,25.0,81.0,,,20.0,3.0,1.0,,,,1982-6
158,0,2.0,9.0,1982.0,0.0,600,25.17,80.67,,,20.0,3.0,,,,,1982-6
159,0,2.0,9.0,1982.0,0.0,900,25.33,80.33,,,20.0,3.0,,,,,1982-6
160,0,2.0,9.0,1982.0,0.0,1200,25.5,80.0,,,20.0,3.0,1.0,,,,1982-6
161,0,9.0,9.0,1982.0,0.0,300,18.0,89.0,1.5,,25.0,3.0,1.0,,,28.34,1982-7
162,0,9.0,9.0,1982.0,0.0,600,18.17,88.33,1.5,,25.0,3.0,,,,28.4,1982-7
163,0,9.0,9.0,1982.0,0.0,900,18.33,87.67,1.5,,25.0,3.0,,,,28.4,1982-7
164,0,9.0,9.0,1982.0,0.0,1200,18.5,87.0,1.5,,25.0,3.0,1.0,,,28.56,1982-7
165,0,9.0,9.0,1982.0,0.0,1500,18.9,86.7,1.5,,25.0,3.0,,,,28.529999,1982-7
166,0,9.0,9.0,1982.0,0.0,1800,19.3,86.4,1.5,,25.0,3.0,,,,28.789998999999998,1982-7
167,0,9.0,9.0,1982.0,0.0,2100,19.7,86.1,1.5,,25.0,3.0,,,,,1982-7
168,0,10.0,9.0,1982.0,0.0,0,20.1,85.8,1.5,,25.0,3.0,,,,,1982-7
169,0,10.0,9.0,1982.0,0.0,300,20.5,85.5,1.5,,25.0,3.0,1.0,,,,1982-7
170,0,29.0,9.0,1982.0,0.0,0,22.0,91.5,2.0,,30.0,3.0,2.0,,,,1982-8
171,0,29.0,9.0,1982.0,0.0,300,22.5,92.0,,,30.0,3.0,2.0,,,,1982-8
172,0,15.0,10.0,1982.0,1.0,300,15.5,86.5,2.0,,30.0,5.0,2.0,,,29.14,1982-9
173,0,15.0,10.0,1982.0,1.0,600,15.67,86.17,2.17,,31.67,5.67,,,,29.14,1982-9
174,0,15.0,10.0,1982.0,1.0,900,15.83,85.83,2.33,,33.33,6.33,,,,29.14,1982-9
175,0,15.0,10.0,1982.0,1.0,1200,16.0,85.5,2.5,,35.0,7.0,3.0,,,29.14,1982-9
176,0,15.0,10.0,1982.0,1.0,1500,16.15,85.0,2.75,,40.0,8.5,,,,28.939999,1982-9
177,0,15.0,10.0,1982.0,1.0,1800,16.3,84.5,3.0,,45.0,10.0,3.0,,,29.16,1982-9
178,0,15.0,10.0,1982.0,1.0,2100,16.4,84.0,3.25,,50.0,13.0,,,,29.16,1982-9
179,0,16.0,10.0,1982.0,1.0,0,16.5,83.5,3.5,,55.0,16.0,4.0,,,29.029999,1982-9
180,0,16.0,10.0,1982.0,1.0,300,16.5,83.0,3.0,,50.0,14.0,4.0,,,28.89,1982-9
181,0,16.0,10.0,1982.0,1.0,600,16.67,82.83,2.83,,46.67,12.0,,,,29.5,1982-9
182,0,16.0,10.0,1982.0,1.0,900,16.83,82.67,2.67,,43.33,10.0,,,,29.5,1982-9
183,0,16.0,10.0,1982.0,1.0,1200,17.0,82.5,2.5,,40.0,8.0,3.0,,,,1982-9
184,0,16.0,10.0,1982.0,1.0,1500,17.05,82.5,2.0,,32.5,6.0,,,,,1982-9
185,0,16.0,10.0,1982.0,1.0,1800,17.1,82.5,1.5,,25.0,4.0,2.0,,,,1982-9
186,0,16.0,10.0,1982.0,1.0,1200,9.4,84.0,1.5,990.0,25.0,3.0,1.0,,,29.029999,1982-10
187,0,16.0,10.0,1982.0,1.0,1500,9.6,83.8,1.6,990.4,26.0,3.2,,,,29.119999,1982-10
188,0,16.0,10.0,1982.0,1.0,1800,9.8,83.6,1.7,990.8,27.0,3.4,,,,29.119999,1982-10
189,0,16.0,10.0,1982.0,1.0,2100,10.0,83.4,1.8,991.2,28.0,3.6,,,,28.72,1982-10
190,0,17.0,10.0,1982.0,1.0,0,10.2,83.2,1.9,991.6,29.0,3.8,,,,28.779999,1982-10
191,0,17.0,10.0,1982.0,1.0,300,10.4,83.0,2.0,992.0,30.0,4.0,2.0,,,28.779999,1982-10
192,0,17.0,10.0,1982.0,1.0,600,10.6,82.83,2.0,992.0,30.0,4.0,,,,28.56,1982-10
193,0,17.0,10.0,1982.0,1.0,900,10.8,82.67,2.0,992.0,30.0,4.0,,,,28.56,1982-10
194,0,17.0,10.0,1982.0,1.0,1200,11.0,82.5,2.0,992.0,30.0,4.0,2.0,,,29.08,1982-10
195,0,17.0,10.0,1982.0,1.0,1500,11.5,82.25,2.25,993.0,32.5,5.0,,,,29.929997999999998,1982-10
196,0,17.0,10.0,1982.0,1.0,1800,12.0,82.0,2.5,994.0,35.0,6.0,3.0,,,29.929997999999998,1982-10
197,0,17.0,10.0,1982.0,1.0,2100,12.25,81.75,2.75,990.0,42.5,10.0,,,,29.929997999999998,1982-10
198,0,18.0,10.0,1982.0,1.0,0,12.5,81.5,3.0,986.0,50.0,14.0,4.0,,,29.96,1982-10
199,0,18.0,10.0,1982.0,1.0,300,12.7,81.5,3.5,982.0,55.0,18.0,4.0,,,29.57,1982-10
200,0,18.0,10.0,1982.0,1.0,600,13.13,81.17,3.5,982.0,55.0,18.0,,,,29.88,1982-10
201,0,18.0,10.0,1982.0,1.0,900,13.57,80.83,3.5,982.0,55.0,18.0,,,,29.8,1982-10
202,0,18.0,10.0,1982.0,1.0,1200,14.0,80.5,3.5,982.0,55.0,18.0,4.0,,,29.949999,1982-10
203,0,18.0,10.0,1982.0,1.0,1500,14.25,80.25,3.25,984.0,52.5,16.0,,,,29.949999,1982-10
204,0,18.0,10.0,1982.0,1.0,1800,14.5,80.0,3.0,986.0,50.0,14.0,4.0,,,29.949999,1982-10
205,0,18.0,10.0,1982.0,1.0,2100,14.75,79.75,,990.5,40.0,9.5,,,,29.76,1982-10
206,0,19.0,10.0,1982.0,1.0,0,15.0,79.5,,995.0,30.0,5.0,2.0,,,29.779999,1982-10
207,0,19.0,10.0,1982.0,1.0,300,15.0,79.0,,996.0,30.0,4.0,2.0,,,,1982-10
208,0,19.0,10.0,1982.0,1.0,600,15.33,78.83,,996.33,28.33,3.67,,,,,1982-10
209,0,19.0,10.0,1982.0,1.0,900,15.67,78.67,,996.67,26.67,3.33,,,,,1982-10
210,0,19.0,10.0,1982.0,1.0,1200,16.0,78.5,,997.0,25.0,3.0,1.0,,,,1982-10
211,0,19.0,10.0,1982.0,1.0,1500,16.2,78.5,,997.2,24.0,3.0,,,,,1982-10
212,0,19.0,10.0,1982.0,1.0,1800,16.4,78.5,,997.4,23.0,3.0,,,,,1982-10
213,0,19.0,10.0,1982.0,1.0,2100,16.6,78.5,,997.6,22.0,3.0,,,,,1982-10
214,0,20.0,10.0,1982.0,1.0,0,16.8,78.5,,997.8,21.0,3.0,,,,,1982-10
215,0,20.0,10.0,1982.0,1.0,300,17.0,78.5,,998.0,20.0,3.0,1.0,,,,1982-10
216,0,20.0,10.0,1982.0,1.0,600,17.33,78.43,,998.0,20.0,3.0,,,,,1982-10
217,0,20.0,10.0,1982.0,1.0,900,17.67,78.37,,998.0,20.0,3.0,,,,,1982-10
218,0,20.0,10.0,1982.0,1.0,1200,18.0,78.3,,998.0,20.0,3.0,1.0,,,,1982-10
219,0,20.0,10.0,1982.0,1.0,1500,18.2,78.48,,998.0,20.0,3.0,,,,,1982-10
220,0,20.0,10.0,1982.0,1.0,1800,18.4,78.66,,998.0,20.0,3.0,,,,,1982-10
221,0,20.0,10.0,1982.0,1.0,2100,18.6,78.84,,998.0,20.0,3.0,,,,,1982-10
222,0,21.0,10.0,1982.0,1.0,0,18.8,79.02,,998.0,20.0,3.0,,,,,1982-10
223,0,21.0,10.0,1982.0,1.0,300,19.0,79.2,,998.0,20.0,3.0,1.0,,,,1982-10
224,0,21.0,10.0,1982.0,1.0,600,19.67,79.8,,998.0,20.0,3.0,,,,,1982-10
225,0,21.0,10.0,1982.0,1.0,900,20.33,80.4,,998.0,20.0,3.0,,,,,1982-10
226,0,21.0,10.0,1982.0,1.0,1200,21.0,81.0,,998.0,20.0,3.0,1.0,,,,1982-10
227,0,28.0,11.0,1982.0,1.0,300,7.0,88.0,1.5,,25.0,3.0,1.0,,,27.279999,1982-11
228,0,28.0,11.0,1982.0,1.0,600,7.17,87.17,1.67,,26.67,3.67,,,,27.38,1982-11
229,0,28.0,11.0,1982.0,1.0,900,7.33,86.33,1.83,,28.33,4.33,,,,27.83,1982-11
230,0,28.0,11.0,1982.0,1.0,1200,7.5,85.5,2.0,,30.0,5.0,2.0,,,28.15,1982-11
231,0,28.0,11.0,1982.0,1.0,1500,7.7,85.1,1.9,,29.0,4.8,,,,28.56,1982-11
232,0,28.0,11.0,1982.0,1.0,1800,7.9,84.7,1.8,,28.0,4.6,,,,28.56,1982-11
233,0,28.0,11.0,1982.0,1.0,2100,8.1,84.3,1.7,,27.0,4.4,,,,28.26,1982-11
234,0,29.0,11.0,1982.0,1.0,0,8.3,83.9,1.6,,26.0,4.2,,,,28.07,1982-11
235,0,29.0,11.0,1982.0,1.0,300,8.5,83.5,1.5,,25.0,4.0,1.0,,,28.07,1982-11
236,0,2.0,12.0,1982.0,1.0,1200,7.5,84.0,1.5,,25.0,3.0,,,,27.449999,1982-12
237,0,2.0,12.0,1982.0,1.0,1500,7.8,83.6,1.5,,25.0,3.0,,,,27.449999,1982-12
238,0,2.0,12.0,1982.0,1.0,1800,8.1,83.2,1.5,,25.0,3.0,,,,27.47,1982-12
239,0,2.0,12.0,1982.0,1.0,2100,8.4,82.8,1.5,,25.0,3.0,,,,27.47,1982-12
240,0,3.0,12.0,1982.0,1.0,0,8.7,82.4,1.5,,25.0,3.0,,,,28.18,1982-12
241,0,3.0,12.0,1982.0,2.0,300,9.0,82.0,1.5,,25.0,3.0,,,,28.18,1982-12
242,0,3.0,12.0,1982.0,1.0,600,9.17,81.17,1.5,,25.0,3.0,,,,28.359999,1982-12
243,0,3.0,12.0,1982.0,1.0,900,9.33,80.33,1.5,,25.0,3.0,,,,27.66,1982-12
