,lati,long,ecp,mssw,sst,cyclone_id,distance,direction
0,9.4,84.0,990.0,25.0,29.029999,1982-10,0.0,0.0
1,9.6,83.8,990.4,26.0,29.119999,1982-10,19.409020743538893,12.072801663805013
2,9.8,83.6,990.8,27.0,29.119999,1982-10,19.4033727970064,10.658363072645285
3,10.0,83.4,991.2,28.0,28.72,1982-10,19.39761006698486,10.568108154501285
4,10.2,83.2,991.6,29.0,28.779999,1982-10,19.391732732141694,12.088713700119657
5,10.4,83.0,992.0,30.0,28.779999,1982-10,19.385740974822514,18.883139833634832
6,10.6,82.83,992.0,30.0,28.56,1982-10,18.009436654784974,115.92780831756802
7,10.8,82.67,992.0,30.0,28.56,1982-10,17.57711202076094,175.33166976039703
8,11.0,82.5,992.0,30.0,29.08,1982-10,17.999676874155593,180.062497645641
9,11.5,82.25,993.0,32.5,29.929998,1982-10,38.477084070477076,186.88780547472086
10,12.0,82.0,994.0,35.0,29.929998,1982-10,38.46386131645872,195.2518262038401
11,12.25,81.75,990.0,42.5,29.929998,1982-10,24.157262965762246,212.1913057313479
12,12.5,81.5,986.0,50.0,29.96,1982-10,24.146086071604426,293.86031783113356
13,12.7,81.5,982.0,55.0,29.57,1982-10,13.81868434892607,0.0
14,13.13,81.17,982.0,55.0,29.88,1982-10,37.102547655521114,342.28024115013153
15,13.57,80.83,982.0,55.0,29.8,1982-10,38.03504823241212,349.1721827127824
16,14.0,80.5,982.0,55.0,29.949999,1982-10,37.05471908179259,354.8924468232497
17,14.25,80.25,984.0,52.5,29.949999,1982-10,24.061750051501093,42.86124964202189
18,14.5,80.0,986.0,50.0,29.949999,1982-10,24.04883804794643,168.8372493917492
19,7.5,84.0,998.2439024390244,25.0,27.449999,1982-12,0.0,0.0
20,7.8,83.6,998.2682926829268,25.0,27.449999,1982-12,34.35021719509267,183.10728706219342
21,8.1,83.2,998.2926829268292,25.0,27.47,1982-12,34.33455848316259,19.052208210709804
22,8.4,82.8,998.3170731707318,25.0,27.47,1982-12,34.31830578768417,14.12418040968258
23,8.7,82.4,998.3414634146342,25.0,28.18,1982-12,34.30146004794177,17.00986485200415
24,9.0,82.0,998.3658536585366,25.0,28.18,1982-12,34.284022238484425,28.47196843439216
25,9.17,81.17,998.390243902439,25.0,28.359999,1982-12,57.833436626132354,97.95910040572245
26,9.33,80.33,998.4146341463414,25.0,27.66,1982-12,58.340702529964524,130.2674214077719
27,11.5,66.0,999.0,25.0,28.24,1982-15,0.0,0.0
28,11.55,65.92,998.5,26.25,28.24,1982-15,6.424024862920433,357.0663299806791
29,11.6,65.85,998.0,27.5,28.24,1982-15,5.863879621628337,356.95320714509137
30,11.65,65.77,997.5,28.75,28.24,1982-15,6.422392955712292,355.7490513479726
31,11.7,65.7,997.0,30.0,28.21,1982-15,5.862505269658924,355.3693424803193
32,12.5,65.0,995.0,35.0,27.689999,1982-15,72.74393904498434,227.2740156618416
33,12.67,65.0,994.67,36.67,27.71,1982-15,11.74588169658725,180.0
34,12.83,65.0,994.33,38.33,27.71,1982-15,11.054947479140829,180.0
35,13.0,65.0,994.0,40.0,27.71,1982-15,11.74588169658736,180.0
36,13.12,65.08,993.5,41.25,27.71,1982-15,9.886202503882222,176.0729525611892
37,13.25,65.15,993.0,42.5,27.71,1982-15,10.14169558399343,176.8855001420005
38,13.38,65.23,992.5,43.75,27.71,1982-15,10.469543567009566,176.85318691044552
39,13.5,65.3,992.0,45.0,26.619999,1982-15,9.532711184153907,177.6135371289034
40,14.0,65.5,986.0,55.0,27.49,1982-15,37.062675677220014,178.349463289719
41,14.17,65.67,984.67,56.67,27.49,1982-15,16.363385540900822,180.33703418535683
42,14.33,65.83,983.33,58.33,27.49,1982-15,15.395409728543147,181.85180597304472
43,14.5,66.0,982.0,60.0,27.49,1982-15,16.351795775684938,183.64018957551124
44,14.7,66.1,982.0,60.0,27.96,1982-15,15.35127695006999,183.36493491197834
45,14.9,66.2,982.0,60.0,27.96,1982-15,15.348612298643795,184.59214148517907
46,15.1,66.3,982.0,60.0,27.96,1982-15,15.345914226508002,185.8267726480622
47,15.3,66.4,982.0,60.0,27.949999,1982-15,15.343182847569373,187.06820043089584
48,15.5,66.5,982.0,60.0,28.99,1982-15,15.340418277194361,188.3222512097663
49,15.83,66.83,981.33,61.67,27.72,1982-15,31.652035116746614,207.05436203281394
50,16.17,67.17,980.67,63.33,27.72,1982-15,32.58520527306828,205.61885589998028
51,16.5,67.5,980.0,65.0,28.24,1982-15,31.601105009493757,199.7952593754757
52,16.9,68.0,978.0,68.0,28.34,1982-15,43.113114785794224,194.20510455723536
53,17.3,68.5,976.0,71.0,28.34,1982-15,43.05932617824576,179.27603639084802
54,17.7,69.0,974.0,74.0,28.96,1982-15,43.00435159021357,167.23599981287893
55,18.1,69.5,972.0,77.0,27.91,1982-15,42.94819720590539,158.09320713679668
56,18.5,70.0,970.0,80.0,27.91,1982-15,42.89086936079098,152.218248273114
57,19.17,70.17,967.33,83.33,28.56,1982-15,47.60869705385203,166.29283893250687
58,19.83,70.33,964.67,86.67,28.789999,1982-15,46.777171184981235,158.54927218188666
59,20.5,70.5,962.0,90.0,28.789999,1982-15,47.58752692617539,357.0504509956429
60,21.0,71.12,969.0,80.0,28.783332444444447,1982-15,52.89803495783125,279.3645797471545
61,21.5,71.75,976.0,70.0,28.77666588888889,1982-15,53.28527736567744,262.6882132426076
62,22.0,72.38,983.0,60.0,28.769999333333335,1982-15,53.179356129722215,261.2528108835295
63,22.5,73.0,990.0,50.0,28.76333277777778,1982-15,52.58745386235703,256.441319915499
64,14.5,91.5,990.0,25.0,29.05,1982-2,0.0,0.0
65,16.75,91.4,989.0,27.5,29.109999,1982-2,155.60251364046704,4.229096222446789
66,19.0,91.3,988.0,30.0,29.3,1982-2,155.59918872267025,293.2483796278491
67,18.0,91.2,986.67,33.33,28.789999,1982-2,69.40340056552338,355.3428505873258
68,17.0,91.1,985.33,36.67,29.01,1982-2,69.40692872136108,1.6338500251158947
69,16.0,91.0,984.0,40.0,29.019999,1982-2,69.4102850864011,13.867325634589415
70,16.5,91.0,984.0,40.0,29.019999,1982-2,34.5467108723157,-0.0
71,16.5,90.75,984.0,40.0,29.019999,1982-2,16.562033019786426,10.8762637571756
72,16.5,90.5,984.0,40.0,29.519999,1982-2,16.562033019786426,10.129146406649413
73,16.75,90.25,984.0,40.0,29.949999,1982-2,23.92307416128579,7.60281918324473
74,17.0,90.0,984.0,40.0,29.949999,1982-2,23.908051382693014,5.809263791417183
75,18.0,89.25,984.0,40.0,29.949999,1982-2,84.94892172019523,213.69457498440846
76,19.0,88.5,984.0,40.0,31.76,1982-2,17.27335543615785,180.0
77,17.5,89.5,982.0,45.0,30.029999,1982-2,0.0,180.0
78,17.5,89.5,982.0,45.0,30.029999,1982-2,0.0,0.0
79,17.75,89.25,982.0,45.0,30.109999,1982-2,23.861743359169676,189.47589847510895
80,18.0,89.0,982.0,45.0,30.109999,1982-2,23.845896709421144,189.92744050857843
81,18.25,88.75,980.5,47.5,30.109999,1982-2,23.829846061426597,191.95532675452085
82,18.5,88.5,979.0,50.0,30.939999,1982-2,23.813592226264472,197.0273254694287
83,18.75,88.5,977.5,52.5,31.76,1982-2,17.27335543615763,180.0
84,19.0,88.5,976.0,55.0,27.34,1982-2,0.0,0.0
85,19.0,88.0,972.0,65.0,27.34,1982-2,32.664545869445774,284.10069271769413
86,19.5,87.5,960.0,80.0,28.24,1982-2,0.0,0.0
87,19.5,87.5,952.0,90.0,28.24,1982-2,0.0,0.0
88,20.0,87.0,952.0,90.0,29.179998,1982-2,47.441123433347016,346.4927350552233
89,20.5,86.75,952.0,90.0,29.179998,1982-2,38.15885152607996,4.088871765677971
90,18.0,88.0,990.9911504424779,25.0,27.599998,1982-3,0.0,0.0
91,18.1,87.67,990.9823008849557,26.67,27.599998,1982-3,22.753145692691103,207.74691711112618
92,18.2,87.33,990.9734513274336,28.33,27.4,1982-3,23.367737424880467,261.0157948484181
93,18.3,87.0,990.9646017699115,30.0,27.4,1982-3,22.72952490541067,322.9028249387811
94,18.35,86.75,990.9557522123894,30.0,27.4,1982-3,16.75736468430296,340.98217591932803
95,18.4,86.5,990.9469026548672,30.0,27.82,1982-3,16.752721085743897,344.82715347621996
96,18.45,86.25,990.9380530973451,30.0,27.82,1982-3,16.74806532908938,346.3586356012518
97,18.5,86.0,990.929203539823,30.0,28.0,1982-3,0.0,0.0
98,18.5,86.0,990.9203539823009,30.0,28.0,1982-3,0.0,0.0
99,18.7,85.8,990.9115044247787,30.0,28.59,1982-3,19.039036292297734,347.50633226041265
100,18.85,85.65,990.9026548672566,27.5,28.59,1982-3,14.272304278481306,348.3896421004891
101,19.0,85.5,990.8938053097345,25.0,28.59,1982-3,14.266278571558052,343.3995024946434
102,19.12,85.38,990.8849557522124,23.75,27.449999,1982-3,11.408655531714752,337.53480724986196
103,19.25,85.25,990.8761061946902,22.5,27.449999,1982-3,12.354967890519244,281.0592867486079
104,19.38,85.12,990.8672566371681,21.25,27.449999,1982-3,12.350355352076042,205.59286614047627
105,19.5,85.0,990.858407079646,20.0,27.719999333333334,1982-3,0.0,180.0
106,21.0,88.0,990.787610619469,25.0,28.13,1982-5,0.0,0.0
107,21.17,87.83,990.7787610619469,25.0,28.13,1982-5,16.064729923557227,10.286319449363665
108,21.33,87.67,990.7699115044247,25.0,28.13,1982-5,15.111906068562721,19.18871210845286
109,21.5,87.5,990.7610619469026,25.0,28.107,1982-5,16.04801259137818,77.80296617794197
110,21.6,87.3,990.7522123893805,25.0,28.084,1982-5,14.59216882685796,144.625621301895
111,19.0,88.5,990.6814159292036,25.0,27.9,1982-6,0.0,0.0
112,19.33,88.33,990.6725663716815,25.0,27.9,1982-6,25.356930765612145,308.5032852020178
113,19.67,88.17,990.6637168141593,25.0,28.279999,1982-6,25.699351372634435,349.36888500731084
114,20.0,88.0,990.6548672566372,25.0,28.279999,1982-6,25.33690298462592,355.6042814451647
115,20.2,88.0,990.6460176991151,25.0,28.279999,1982-6,13.818684348926292,0.0
116,20.4,88.0,990.637168141593,25.0,28.279999,1982-6,13.81868434892607,0.0
117,20.6,88.0,990.6283185840708,25.0,28.199999,1982-6,13.818684348926292,-0.0
118,20.8,88.0,990.6194690265487,25.0,28.619999,1982-6,13.81868434892607,-0.0
119,21.0,88.0,990.6106194690266,25.0,28.619999,1982-6,13.81868434892607,-0.0
120,21.07,87.9,990.6017699115044,25.0,28.619999,1982-6,8.061053450755246,4.568424287746907
121,21.13,87.8,990.5929203539823,25.0,28.619999,1982-6,7.664083759556356,5.784524555178267
122,21.2,87.7,990.5840707964602,25.0,28.619999,1982-6,8.056539233848577,7.936030360878073
123,21.06,87.26,990.5752212389381,25.0,29.0,1982-6,29.961502162540032,44.20023757226972
124,20.92,86.82,990.566371681416,25.0,29.0,1982-6,29.98676767169142,98.86432938993622
125,18.0,89.0,990.2212389380531,25.0,28.34,1982-7,0.0,0.0
126,18.17,88.33,990.212389380531,25.0,28.4,1982-7,45.54618174187662,210.97128376381906
127,18.33,87.67,990.2035398230089,25.0,28.4,1982-7,44.69651581319567,242.58920095492084
128,18.5,87.0,990.1946902654868,25.0,28.56,1982-7,45.46551269488005,305.1020959391843
129,18.9,86.7,990.1858407079646,25.0,28.529999,1982-7,33.9014460933833,342.30234505282965
130,19.3,86.4,990.1769911504425,25.0,28.789999,1982-7,33.87432081317078,342.86159600807275
131,19.7,86.1,990.1681415929204,25.0,28.8483325,1982-7,33.84668759842709,333.1773585108107
132,20.1,85.8,990.1592920353983,25.0,28.906666,1982-7,33.818550597910836,198.2804993199653
133,22.0,91.5,990.141592920354,30.0,29.023333,1982-8,0.0,0.0
134,22.5,92.0,990.1327433628319,30.0,29.0816665,1982-8,47.072556172978246,235.08948524565426
135,20.5,71.0,999.0,25.0,29.17,1983-1,0.0,0.0
136,20.67,70.67,999.0,25.0,29.07,1983-1,24.363405800185884,17.82067286876522
137,20.83,70.33,999.0,25.0,28.97,1983-1,24.592746222223546,11.188515364218654
138,21.0,70.0,999.0,25.0,28.97,1983-1,24.322653542661474,10.794821870916179
139,21.25,70.0,999.0,25.0,28.97,1983-1,17.27335543615763,-0.0
140,18.0,87.0,999.0,30.0,29.25,1983-2,0.0,0.0
141,18.0,86.83,999.0,30.0,29.25,1983-2,11.170996935880956,337.7133033922563
142,18.0,86.67,999.0,30.0,29.25,1983-2,10.513879511117182,346.0140780505134
143,18.0,86.5,999.0,30.0,28.06,1983-2,11.170996935881792,348.8640369568399
144,18.25,86.25,999.0,30.0,28.06,1983-2,23.829846061426597,346.82465477820296
145,18.5,86.0,999.0,30.0,28.06,1983-2,23.813592226264472,346.5516327966389
146,18.67,85.83,999.0,30.0,29.029999,1983-2,16.18385686253563,349.6902077335738
147,18.83,85.67,999.0,30.0,29.189999,1983-2,15.22485755702779,348.0486882655361
148,19.0,85.5,999.0,30.0,29.189999,1983-2,16.168904947913163,341.28050471419215
149,19.17,85.33,999.0,30.0,30.84,1983-2,16.161109629435035,318.0797050174875
150,19.33,85.17,999.0,30.0,30.84,1983-2,15.203278988260625,225.90200347370347
151,19.5,85.0,999.0,30.0,30.801052614035086,1983-2,16.145798218523936,196.38253215586704
152,21.5,72.5,999.0,25.0,28.892630701754385,1983-3,0.0,180.0
153,21.5,72.5,999.0,25.0,28.853683315789475,1983-3,0.0,0.0
154,21.5,72.0,999.0,25.0,28.81473592982456,1983-3,32.14285301156007,121.56985355655549
155,21.75,71.25,999.0,27.5,28.775788543859647,1983-3,51.17590084642619,54.46709289330977
156,22.0,70.5,999.0,30.0,28.736841157894737,1983-3,51.09703857735676,43.53355431640246
157,22.0,70.0,999.0,30.0,28.697893771929824,1983-3,32.031138286237514,35.44296488665237
158,22.0,69.5,999.0,30.0,28.658946385964914,1983-3,32.031138286236704,56.16686397809514
159,22.17,68.5,999.0,30.0,28.619999,1983-3,65.09222835380058,118.63247816855461
160,22.33,67.5,999.0,30.0,28.3,1983-3,64.89712584281983,121.92042301415374
161,22.5,66.5,999.0,30.0,28.41,1983-3,64.9440215393899,75.93898003249865
162,22.5,65.0,999.0,30.0,27.84,1983-3,95.75059679831205,69.5350167279616
163,22.5,63.5,999.0,30.0,27.449999,1983-3,95.75059679831205,111.55714791435754
164,22.5,62.0,999.0,30.0,25.75,1983-3,95.75059679831286,113.2231824097219
165,22.25,61.5,999.0,30.0,25.75,1983-3,36.31662665084203,152.35536852500607
166,22.0,61.0,999.0,30.0,25.14,1983-3,36.366844590753125,150.4472225223587
167,21.83,60.67,999.0,30.0,25.14,1983-3,24.195522669019013,159.7027664730292
168,21.67,60.33,999.0,30.0,25.869999,1983-3,24.46009623086864,158.1028019091656
169,21.5,60.0,999.0,30.0,25.869999,1983-3,24.238078310383653,157.89383678354568
170,21.5,59.67,999.0,28.33,25.869999,1983-3,21.21428809096229,147.8509957449146
171,21.5,59.33,999.0,26.67,26.06055461111111,1983-3,21.857145056171394,116.76363520459518
172,20.0,88.5,999.0,25.0,29.019999,1984-2,0.0,0.0
173,20.0,87.83,999.0,25.0,29.019999,1984-2,43.50077864066058,345.02810846094064
174,20.0,87.17,999.0,25.0,29.439999,1984-2,42.85151413401821,343.9489148460404
175,20.0,86.5,999.0,25.0,29.40883235,1984-2,43.50077864065974,328.5802478298338
176,20.1,86.2,999.0,25.0,29.3776657,1984-2,20.66129155958368,320.38141341080154
177,19.5,90.5,999.0,25.0,27.57,1984-3,0.0,0.0
178,20.0,90.0,999.0,25.0,27.57,1984-3,47.441123433347016,195.0182086299913
179,20.33,89.0,999.0,25.0,28.01,1984-3,68.74912483146586,350.74936194564583
180,20.67,88.0,999.0,25.0,28.83,1984-3,68.84938132512819,12.059336469177872
181,21.0,87.0,999.0,25.0,29.119999,1984-3,68.4822449021021,63.13466106319852
182,21.14,86.9,999.0,25.0,29.119999,1984-3,11.624859182792486,162.51973430102834
183,21.28,86.8,999.0,25.0,29.119999,1984-3,11.621483351524958,170.12722946447334
184,19.0,88.0,999.0,25.0,28.099998,1984-4,0.0,0.0
185,19.5,87.5,999.0,25.0,28.68,1984-4,47.5101528052486,335.9336815348206
186,19.83,87.5,999.0,38.33,28.68,1984-4,22.80082917572819,0.0
187,20.17,87.5,999.0,51.67,28.68,1984-4,23.491763393174942,0.0
188,20.5,87.5,999.0,65.0,28.68,1984-4,22.800829175727973,-0.0
189,20.54,87.36,999.0,63.0,30.529999,1984-4,9.471511506923452,1.272799007280984
190,20.58,87.22,999.0,61.0,30.529999,1984-4,9.469245249842947,2.0513314931703124
191,20.62,87.08,999.0,59.0,30.529999,1984-4,9.466974821307765,3.3763910808907234
192,20.66,86.94,999.0,57.0,28.779999,1984-4,9.464700222745757,6.222955734368668
193,9.5,87.5,999.0,25.0,29.05,1984-5,0.0,180.0
194,9.5,87.5,999.0,26.0,29.05,1984-5,0.0,0.0
195,9.5,87.5,999.0,27.0,29.05,1984-5,0.0,0.0
196,9.5,87.5,999.0,28.0,29.05,1984-5,0.0,0.0
197,9.5,87.5,999.0,29.0,29.05,1984-5,0.0,0.0
198,9.5,87.5,999.0,30.0,29.05,1984-5,0.0,0.0
199,9.67,87.0,999.0,30.0,28.68,1984-5,36.032621413191464,150.96882825502013
200,9.83,86.5,999.0,30.0,28.73,1984-5,35.79745919669257,152.42698075588285
201,10.0,86.0,999.0,30.0,28.73,1984-5,36.00076719406145,139.51515794120195
202,10.0,85.0,999.0,30.0,29.0,1984-5,68.04371137362178,57.16123384904843
203,10.0,84.0,999.0,30.0,28.519999,1984-5,68.04371137362178,45.15107910519144
204,10.17,83.5,999.0,30.0,28.519999,1984-5,35.98394224654681,23.99446005493285
205,10.33,83.0,999.0,30.0,28.609999,1984-5,35.747670583068356,42.02629048514884
206,10.5,82.5,999.0,30.0,28.73,1984-5,35.95047699533779,142.4267719818758
207,10.8,82.0,999.0,35.0,28.18,1984-5,39.77889816071747,173.94393299621555
208,10.9,81.75,999.0,37.5,28.18,1984-5,18.317625526827612,178.62938566340048
209,11.0,81.5,999.0,40.0,28.18,1984-5,18.312345949774166,180.06383260195403
210,11.2,81.3,999.0,43.0,28.369999,1984-5,19.360633496912225,182.7660637729529
211,11.4,81.1,999.0,46.0,28.369999,1984-5,19.354072491625047,187.99667710339463
212,11.6,80.9,999.0,49.0,28.63,1984-5,19.347398235496723,210.4715545672723
213,11.8,80.7,999.0,52.0,28.609999,1984-5,19.340610936748007,324.6062749412838
214,12.0,80.5,999.0,55.0,28.689999,1984-5,19.33371080730331,343.3738639061884
215,12.17,80.5,999.0,66.67,28.689999,1984-5,11.745881696587139,0.0
216,12.33,80.5,999.0,78.33,28.689999,1984-5,11.054947479140939,0.0
217,12.5,80.5,999.0,90.0,28.689999,1984-5,11.74588169658725,0.0
218,12.7,80.5,999.0,90.0,28.639999,1984-5,13.81868434892607,0.0
219,12.9,80.5,999.0,90.0,28.589999,1984-5,13.818684348926398,0.0
220,13.1,80.5,999.0,90.0,28.539999,1984-5,13.81868434892596,0.0
221,13.3,80.5,999.0,90.0,28.489999,1984-5,13.818684348926398,0.0
222,13.5,80.5,999.0,90.0,28.439999,1984-5,13.81868434892618,0.0
223,13.5,80.43,999.0,94.0,28.439999,1984-5,4.702905534188239,357.080216668446
224,13.5,80.37,999.0,98.0,28.439999,1984-5,4.031061890072657,357.38185186118017
225,13.5,80.3,999.0,102.0,28.439999,1984-5,4.702905534189093,356.7561288145741
226,13.5,80.15,999.0,108.5,28.439999,1984-5,10.077654593434062,351.8324513753921
227,8.5,85.5,999.0,25.0,27.449999,1984-6,0.0,0.0
228,8.6,85.4,999.0,25.0,28.81,1984-6,9.717139847354328,176.06039268667752
229,8.7,85.3,999.0,25.0,28.81,1984-6,9.715871979744358,175.41000671740798
230,8.8,85.2,999.0,25.0,28.81,1984-6,9.714589654503818,174.499926028238
231,8.9,85.1,999.0,25.0,28.74,1984-6,9.713292881536837,173.13281064848198
232,9.0,85.0,999.0,25.0,28.74,1984-6,9.71198167085789,170.85910679511275
233,9.17,84.83,999.0,26.67,28.74,1984-6,16.50731855574778,147.67180782767255
234,9.33,84.67,999.0,28.33,28.74,1984-6,15.53273674551845,70.47157379027176
235,9.5,84.5,999.0,30.0,27.51,1984-6,0.0,-0.0
236,9.5,84.5,999.0,35.0,27.51,1984-6,0.0,0.0
237,9.5,84.5,999.0,36.67,27.51,1984-6,0.0,0.0
238,9.5,84.5,999.0,38.33,27.51,1984-6,0.0,0.0
239,9.5,84.5,999.0,40.0,27.539999,1984-6,0.0,0.0
240,9.5,84.5,999.0,41.67,27.539999,1984-6,0.0,0.0
241,9.5,84.5,999.0,43.33,27.539999,1984-6,0.0,0.0
242,9.5,84.5,999.0,45.0,27.539999,1984-6,0.0,0.0
243,9.5,84.5,999.0,47.0,27.539999,1984-6,0.0,0.0
244,9.5,84.5,999.0,49.0,27.539999,1984-6,0.0,0.0
245,9.5,84.5,999.0,51.0,27.539999,1984-6,0.0,0.0
246,9.5,84.5,999.0,53.0,27.539999,1984-6,0.0,0.0
247,9.5,84.5,999.0,55.0,27.56,1984-6,0.0,0.0
248,9.5,84.5,999.0,115.0,27.56,1984-6,0.0,0.0
249,9.66,84.0,999.0,115.0,27.56,1984-6,35.81382735905422,30.73230864454555
250,9.82,83.5,999.0,115.0,27.56,1984-6,35.79842990109801,26.703274766670663
251,9.99,83.0,999.0,115.0,26.949999,1984-6,36.00174810821773,34.7321334865947
252,10.15,82.5,999.0,115.0,28.24,1984-6,35.76587747961403,85.8010896660532
253,10.31,82.0,999.0,115.0,28.24,1984-6,35.74970928342407,151.58706568292988
254,10.47,81.5,999.0,115.0,28.24,1984-6,35.7332897456545,165.50308137654824
255,10.64,81.0,999.0,115.0,27.46,1984-6,35.935958856285595,169.72341691353583
256,10.8,80.5,999.0,115.0,28.15,1984-6,35.698631373707265,170.032976619097
257,10.87,80.0,999.0,95.0,28.15,1984-6,34.273796418892545,89.73535197458965
258,10.93,79.5,999.0,75.0,28.15,1984-6,34.175805773203166,3.4242873961545897
259,16.0,89.0,999.0,25.0,28.64,1985-1,0.0,-0.0
260,16.0,89.0,999.0,25.0,28.66,1985-1,0.0,0.0
261,16.0,89.0,999.0,25.0,28.66,1985-1,0.0,0.0
262,16.0,89.0,999.0,25.0,28.66,1985-1,0.0,0.0
263,16.0,89.0,999.0,30.0,28.66,1985-1,0.0,0.0
264,16.0,89.0,999.0,35.0,28.66,1985-1,0.0,0.0
265,16.1,88.7,999.0,36.0,28.66,1985-1,21.084301784418066,41.47356884372396
266,16.2,88.4,999.0,37.0,28.8,1985-1,21.074823517985685,105.69820496693549
267,16.3,88.1,999.0,38.0,28.8,1985-1,21.065288470532945,151.1928632462301
268,16.4,87.8,999.0,39.0,28.81,1985-1,21.05569668117693,163.12335786576233
269,16.5,87.5,999.0,40.0,28.81,1985-1,0.0,180.0
270,16.5,87.5,999.0,45.0,28.81,1985-1,0.0,0.0
271,16.86,87.71,999.0,45.0,29.779999,1985-1,28.493535049872207,184.92200417877655
272,17.21,87.93,999.0,45.0,29.779999,1985-1,28.213982170704547,180.859554066449
273,17.57,88.14,999.0,45.0,29.46,1985-1,28.46787802189633,176.54764477725416
274,17.93,88.36,999.0,45.0,29.46,1985-1,28.779828051337304,172.16893050946788
275,18.29,88.57,999.0,45.0,29.429998,1985-1,28.44088269525002,168.99172868785865
276,18.64,88.79,999.0,45.0,28.89,1985-1,28.154579318252672,165.7830394737697
277,19.0,89.0,999.0,45.0,28.89,1985-1,28.4133127863052,164.73505717420204
278,19.5,89.33,999.0,48.33,28.539999,1985-1,40.704303085670375,157.20275075263444
279,20.0,89.67,999.0,51.67,28.49,1985-1,41.01606695296002,164.8825198782558
280,20.5,90.0,999.0,55.0,28.49,1985-1,0.0,180.0
281,20.5,90.0,999.0,55.0,28.49,1985-1,0.0,0.0
282,20.5,90.0,999.0,55.0,28.49,1985-1,0.0,0.0
283,20.5,90.0,999.0,55.0,28.49,1985-1,0.0,0.0
284,20.5,90.0,999.0,65.0,28.49,1985-1,0.0,0.0
285,23.0,91.5,999.0,50.0,28.712857142857143,1985-1,197.7397225493706,325.279061030002
286,14.0,92.3,999.0,26.0,27.09,1985-10,58.31394204552184,198.2318864279638
287,14.5,91.6,999.0,27.0,27.09,1985-10,58.2317111852037,166.49295546314696
288,15.0,90.9,999.0,28.0,27.769999,1985-10,58.14667172609776,136.60150112560424
289,15.5,90.2,999.0,29.0,28.01,1985-10,58.05883728969346,53.77614100847173
290,16.0,89.5,999.0,30.0,28.01,1985-10,57.96822198917856,40.52086921246733
291,16.5,89.33,999.0,30.0,27.82,1985-10,36.34056468541076,12.578839089776146
292,17.0,89.17,999.0,30.0,28.81,1985-10,36.13219649777992,153.98064052679635
293,17.5,89.0,999.0,30.0,28.49,1985-10,0.0,180.0
294,17.5,89.0,999.0,35.0,28.49,1985-10,0.0,0.0
295,18.0,88.62,999.0,35.0,28.49,1985-10,42.64682017652828,194.183258978
296,18.5,88.25,999.0,35.0,29.13,1985-10,42.22466960716488,210.56657967749334
297,19.0,87.88,999.0,35.0,28.64,1985-10,42.184006424833846,302.4378015480569
298,19.5,87.5,999.0,35.0,28.8,1985-10,42.519304807785105,341.3081305870668
299,19.83,87.5,999.0,38.33,28.8,1985-10,22.80082917572819,0.0
300,20.17,87.5,999.0,41.67,28.8,1985-10,23.491763393174942,0.0
301,20.5,87.5,999.0,45.0,28.8,1985-10,22.800829175727973,-0.0
302,20.72,87.36,999.0,43.0,30.3,1985-10,17.69268995795928,3.8014354548449765
303,20.94,87.22,999.0,41.0,30.3,1985-10,17.685968889821748,12.797112636657795
304,21.16,87.08,999.0,39.0,30.3,1985-10,17.67918696962589,117.19039397443484
305,21.38,86.94,999.0,37.0,30.14,1985-10,17.672344527502496,163.86029212081434
306,12.5,81.0,999.0,25.0,26.76,1985-11,0.0,0.0
307,12.5,80.7,999.0,25.0,26.76,1985-11,20.23668844733135,338.6804583917667
308,12.5,80.4,999.0,25.0,26.73,1985-11,20.23668844733135,341.7585828224505
309,12.5,80.1,999.0,25.0,26.73,1985-11,20.236688447333066,342.8222921013309
310,20.5,88.0,999.0,25.0,30.34,1985-4,0.0,0.0
311,21.5,87.0,999.0,25.0,29.57,1985-4,94.52267135287842,99.39909094606745
312,18.5,88.0,999.0,25.0,27.26,1985-5,0.0,0.0
313,19.0,87.5,999.0,25.0,27.359999,1985-5,47.57758703609661,317.7999228386268
314,19.25,87.25,999.0,25.0,27.5,1985-5,23.76361988350275,345.4717089855222
315,19.5,87.0,999.0,25.0,28.38,1985-5,23.74656164382972,348.6253565032183
316,19.75,86.88,999.0,25.0,28.38,1985-5,18.95674680980956,355.3352148136114
317,20.0,86.75,999.0,25.0,28.38,1985-5,19.228176623368046,355.6633571435096
318,20.25,86.62,999.0,25.0,28.38,1985-5,19.222291663725834,356.73166615216616
319,17.5,90.0,999.0,25.0,27.8,1985-6,0.0,0.0
320,17.83,89.5,999.0,25.0,27.8,1985-6,40.04310512366584,207.15703848781584
321,18.17,89.0,999.0,25.0,27.57,1985-6,40.3901796310725,202.33433565719338
322,18.5,88.5,999.0,25.0,27.22,1985-6,39.94054517885001,212.2022637559637
323,18.5,88.25,999.0,27.5,27.22,1985-6,16.380730256583504,201.67233567650345
324,18.5,88.0,999.0,30.0,27.22,1985-6,16.380730256584336,211.8274813642232
325,20.2,87.75,999.0,30.0,27.519999,1985-6,118.58397610996556,356.90016499053144
326,21.9,87.5,999.0,30.0,27.764999500000002,1985-6,118.55978120652772,144.9303947694387
327,19.5,87.0,999.0,35.0,28.01,1985-6,168.94320791281157,337.4527115937726
328,19.5,86.5,999.0,40.0,27.925833333333333,1985-6,32.56515153490503,333.3015544593569
329,19.65,86.35,999.0,42.5,27.84166666666667,1985-6,14.239668127789946,350.99235506346776
