,BOO,date,month,year,season,time,lati,long,cino,ecp,mssw,pd,grade,oci,diam,cyclone_id
1531,0,5.0,11.0,1996.0,1.0,1200,16.0,85.5,3.0,992.0,45.0,,3.0,,,1996-8
1532,0,5.0,11.0,1996.0,1.0,1800,16.0,85.0,3.0,992.0,45.0,,3.0,,,1996-8
1533,0,6.0,11.0,1996.0,1.0,0,16.0,84.5,3.0,992.0,45.0,,3.0,,,1996-8
1534,0,6.0,11.0,1996.0,1.0,100,16.1,84.1,3.5,990.0,55.0,,4.0,,,1996-8
1535,0,6.0,11.0,1996.0,1.0,300,16.1,83.8,3.5,990.0,55.0,,4.0,,,1996-8
1536,0,6.0,11.0,1996.0,1.0,600,16.2,83.5,4.0,988.0,65.0,,7.0,,,1996-8
1537,0,6.0,11.0,1996.0,1.0,900,16.3,83.0,4.5,988.0,77.0,,7.0,,,1996-8
1538,0,6.0,11.0,1996.0,1.0,1200,16.4,82.6,4.5,988.0,77.0,,7.0,,,1996-8
1539,0,6.0,11.0,1996.0,1.0,1800,16.7,82.0,3.5,990.0,55.0,,4.0,,,1996-8
1540,0,7.0,11.0,1996.0,1.0,0,16.8,81.0,,,,,3.0,,,1996-8
1541,0,7.0,11.0,1996.0,1.0,300,17.0,80.0,,,,,2.0,,,1996-8
1542,0,7.0,11.0,1996.0,1.0,600,17.5,79.0,,,,,1.0,,,1996-8
1543,0,7.0,11.0,1996.0,1.0,1200,,,,,,,,,,1996-8
1544,0,28.0,11.0,1996.0,1.0,300,11.5,86.5,1.5,1004.0,25.0,,1.0,,,1996-9
1545,0,28.0,11.0,1996.0,1.0,600,12.0,86.0,1.5,1004.0,25.0,,1.0,,,1996-9
1546,0,28.0,11.0,1996.0,1.0,1200,12.5,85.5,1.5,1004.0,25.0,,1.0,,,1996-9
1547,0,28.0,11.0,1996.0,1.0,1800,13.0,85.5,1.5,1004.0,25.0,,1.0,,,1996-9
1548,0,29.0,11.0,1996.0,1.0,0,13.0,85.5,1.5,1004.0,25.0,,1.0,,,1996-9
1549,0,29.0,11.0,1996.0,1.0,300,12.5,85.0,2.0,1002.0,30.0,,2.0,,,1996-9
1550,0,29.0,11.0,1996.0,1.0,600,13.0,85.5,2.0,1002.0,30.0,,2.0,,,1996-9
1551,0,29.0,11.0,1996.0,1.0,1200,13.5,86.0,2.0,1002.0,30.0,,2.0,,,1996-9
1552,0,29.0,11.0,1996.0,1.0,1800,14.0,87.0,2.0,1002.0,30.0,,2.0,,,1996-9
1553,0,30.0,11.0,1996.0,1.0,0,14.5,87.5,2.0,1002.0,30.0,,2.0,,,1996-9
1554,0,30.0,11.0,1996.0,1.0,300,14.5,87.5,2.0,1002.0,30.0,,2.0,,,1996-9
1555,0,30.0,11.0,1996.0,1.0,600,15.0,88.0,2.0,1002.0,30.0,,2.0,,,1996-9
1556,0,30.0,11.0,1996.0,1.0,1200,15.5,88.5,1.5,1004.0,25.0,,1.0,,,1996-9
1557,0,30.0,11.0,1996.0,1.0,1800,15.0,89.0,1.5,1004.0,25.0,,1.0,,,1996-9
1558,0,1.0,12.0,1996.0,1.0,0,14.5,89.0,1.5,1004.0,25.0,,1.0,,,1996-9
1559,0,1.0,12.0,1996.0,1.0,300,14.5,89.0,1.5,1004.0,25.0,,1.0,,,1996-9
1560,0,1.0,12.0,1996.0,1.0,600,14.5,88.5,1.5,1004.0,25.0,,1.0,,,1996-9
1561,0,1.0,12.0,1996.0,1.0,1200,14.5,88.5,2.0,1002.0,30.0,,2.0,,,1996-9
1562,0,1.0,12.0,1996.0,1.0,1800,14.5,88.0,2.0,1002.0,30.0,,2.0,,,1996-9
1563,0,2.0,12.0,1996.0,1.0,0,14.0,87.0,2.5,996.0,35.0,,3.0,,,1996-9
1564,0,2.0,12.0,1996.0,1.0,300,14.0,87.0,2.5,996.0,35.0,,3.0,,,1996-9
1565,0,2.0,12.0,1996.0,1.0,600,14.0,87.0,2.5,994.0,35.0,,3.0,,,1996-9
1566,0,2.0,12.0,1996.0,1.0,1200,14.0,86.0,2.5,994.0,35.0,,3.0,,,1996-9
1567,0,2.0,12.0,1996.0,1.0,1800,14.0,85.5,2.5,994.0,35.0,,3.0,,,1996-9
1568,0,3.0,12.0,1996.0,1.0,0,14.0,85.0,3.0,994.0,45.0,,3.0,,,1996-9
1569,0,3.0,12.0,1996.0,1.0,300,14.0,84.5,3.5,992.0,55.0,,4.0,,,1996-9
1570,0,3.0,12.0,1996.0,1.0,600,14.3,84.0,3.5,992.0,55.0,,4.0,,,1996-9
1571,0,3.0,12.0,1996.0,1.0,1200,14.5,83.5,4.0,988.0,65.0,,7.0,,,1996-9
1572,0,3.0,12.0,1996.0,1.0,1800,14.7,83.0,4.0,986.0,65.0,,7.0,,,1996-9
1573,0,4.0,12.0,1996.0,1.0,0,14.7,83.0,4.0,986.0,65.0,,7.0,,,1996-9
1574,0,4.0,12.0,1996.0,1.0,300,14.8,82.2,4.0,986.0,65.0,,7.0,,,1996-9
1575,0,4.0,12.0,1996.0,1.0,600,15.1,82.0,4.0,986.0,65.0,,7.0,,,1996-9
1576,0,4.0,12.0,1996.0,1.0,1200,15.3,81.4,4.0,984.0,65.0,,7.0,,,1996-9
1577,0,4.0,12.0,1996.0,1.0,1800,15.5,81.4,4.0,990.0,65.0,,7.0,,,1996-9
1578,0,5.0,12.0,1996.0,1.0,0,15.0,81.3,3.5,992.0,55.0,,4.0,,,1996-9
1579,0,5.0,12.0,1996.0,1.0,300,14.5,82.0,3.5,994.0,55.0,,4.0,,,1996-9
1580,0,5.0,12.0,1996.0,1.0,600,14.5,81.7,3.0,994.0,45.0,,3.0,,,1996-9
1581,0,5.0,12.0,1996.0,1.0,1200,14.3,81.7,3.0,994.0,45.0,,3.0,,,1996-9
1582,0,5.0,12.0,1996.0,1.0,1800,14.0,81.5,3.0,994.0,45.0,,3.0,,,1996-9
1583,0,6.0,12.0,1996.0,1.0,0,13.7,81.2,3.0,994.0,45.0,,3.0,,,1996-9
1584,0,6.0,12.0,1996.0,1.0,300,13.7,81.1,3.0,994.0,45.0,,3.0,,,1996-9
1585,0,6.0,12.0,1996.0,1.0,600,13.5,80.7,3.0,994.0,45.0,,3.0,,,1996-9
1586,0,6.0,12.0,1996.0,1.0,1200,13.2,80.5,3.0,994.0,45.0,,3.0,,,1996-9
1587,0,6.0,12.0,1996.0,1.0,1800,12.0,80.0,,,,,3.0,,,1996-9
1588,0,15.0,5.0,1997.0,2.0,600,6.5,90.5,1.5,1000.0,25.0,4.0,1.0,,,1997-1
1589,0,15.0,5.0,1997.0,2.0,900,7.0,90.5,1.5,1000.0,25.0,4.0,1.0,,,1997-1
1590,0,15.0,5.0,1997.0,2.0,1200,7.5,90.5,2.0,1000.0,30.0,4.0,2.0,,,1997-1
1591,0,15.0,5.0,1997.0,2.0,1800,8.0,90.5,2.0,1002.0,30.0,5.0,2.0,,,1997-1
1592,0,16.0,5.0,1997.0,2.0,0,8.5,90.5,2.0,1002.0,30.0,6.0,2.0,,,1997-1
1593,0,16.0,5.0,1997.0,2.0,300,9.0,90.5,2.5,1001.0,35.0,7.0,3.0,,,1997-1
1594,0,16.0,5.0,1997.0,2.0,600,9.2,90.5,2.5,1001.0,35.0,7.0,3.0,,,1997-1
1595,0,16.0,5.0,1997.0,2.0,900,9.5,90.5,2.5,1001.0,35.0,7.0,3.0,,,1997-1
1596,0,16.0,5.0,1997.0,2.0,1200,10.0,91.0,2.5,999.0,35.0,7.0,3.0,,,1997-1
1597,0,16.0,5.0,1997.0,2.0,1800,10.5,91.3,2.5,999.0,35.0,7.0,3.0,,,1997-1
1598,0,17.0,5.0,1997.0,2.0,0,11.0,91.4,2.5,998.0,35.0,8.0,3.0,,,1997-1
1599,0,17.0,5.0,1997.0,2.0,300,12.0,91.5,2.5,998.0,35.0,8.0,3.0,,,1997-1
1600,0,17.0,5.0,1997.0,2.0,600,13.0,91.5,3.0,992.0,45.0,12.0,3.0,,,1997-1
1601,0,17.0,5.0,1997.0,2.0,900,13.5,91.5,3.5,986.0,55.0,16.0,4.0,,,1997-1
1602,0,17.0,5.0,1997.0,2.0,1200,14.0,91.0,3.5,986.0,55.0,16.0,4.0,,,1997-1
1603,0,17.0,5.0,1997.0,2.0,1800,15.0,91.0,3.5,986.0,55.0,16.0,4.0,,,1997-1
1604,0,18.0,5.0,1997.0,2.0,0,16.0,91.0,3.5,986.0,55.0,16.0,4.0,,,1997-1
1605,0,18.0,5.0,1997.0,2.0,300,16.5,90.5,4.0,980.0,65.0,22.0,7.0,,,1997-1
1606,0,18.0,5.0,1997.0,2.0,600,17.0,90.5,4.0,980.0,65.0,22.0,7.0,,,1997-1
1607,0,18.0,5.0,1997.0,2.0,900,17.5,90.5,4.0,980.0,65.0,22.0,7.0,,,1997-1
1608,0,18.0,5.0,1997.0,2.0,1200,18.0,90.5,4.0,980.0,65.0,22.0,7.0,,,1997-1
1609,0,18.0,5.0,1997.0,2.0,1800,19.3,90.3,4.5,974.0,77.0,30.0,7.0,,,1997-1
1610,0,19.0,5.0,1997.0,2.0,0,20.0,90.8,5.0,968.0,90.0,42.0,6.0,,,1997-1
1611,0,19.0,5.0,1997.0,2.0,300,20.3,91.2,5.0,964.0,90.0,42.0,6.0,,,1997-1
1612,0,19.0,5.0,1997.0,2.0,600,20.3,91.3,5.0,964.0,90.0,42.0,6.0,,,1997-1
1613,0,19.0,5.0,1997.0,2.0,900,21.6,91.5,5.0,964.0,90.0,42.0,6.0,,,1997-1
1614,0,19.0,5.0,1997.0,2.0,1200,22.1,91.8,5.0,964.0,90.0,42.0,6.0,,,1997-1
1615,0,19.0,5.0,1997.0,2.0,1800,,,,,,,,,,1997-1
1616,0,26.0,6.0,1997.0,0.0,300,21.0,89.5,1.5,990.0,25.0,4.0,1.0,,,1997-2
1617,0,26.0,6.0,1997.0,0.0,600,21.0,89.0,1.5,990.0,25.0,4.0,1.0,,,1997-2
1618,0,26.0,6.0,1997.0,0.0,1200,21.5,88.5,2.0,986.0,30.0,5.0,2.0,,,1997-2
1619,0,26.0,6.0,1997.0,0.0,1800,21.5,88.5,2.0,986.0,30.0,6.0,2.0,,,1997-2
1620,0,27.0,6.0,1997.0,0.0,0,22.0,88.0,2.0,985.0,30.0,6.0,2.0,,,1997-2
1621,0,27.0,6.0,1997.0,0.0,300,22.5,87.5,,,,,2.0,,,1997-2
1622,0,27.0,6.0,1997.0,0.0,600,22.5,87.0,,,,,2.0,,,1997-2
1623,0,27.0,6.0,1997.0,0.0,1200,23.0,86.5,,,,,2.0,,,1997-2
1624,0,27.0,6.0,1997.0,0.0,1800,23.0,86.0,,,,,2.0,,,1997-2
1625,0,28.0,6.0,1997.0,0.0,0,23.0,86.0,,,,,2.0,,,1997-2
1626,0,28.0,6.0,1997.0,0.0,300,23.5,86.0,,,,,2.0,,,1997-2
1627,0,28.0,6.0,1997.0,0.0,600,24.0,85.5,,,,,2.0,,,1997-2
1628,0,28.0,6.0,1997.0,0.0,1200,24.0,86.0,,,,,2.0,,,1997-2
1629,0,28.0,6.0,1997.0,0.0,1800,24.0,86.0,,,,,2.0,,,1997-2
1630,0,29.0,6.0,1997.0,0.0,0,24.5,85.5,,,,,2.0,,,1997-2
1631,0,29.0,6.0,1997.0,0.0,300,24.5,85.5,,,,,2.0,,,1997-2
1632,0,29.0,6.0,1997.0,0.0,600,25.0,85.5,,,,,2.0,,,1997-2
1633,0,29.0,6.0,1997.0,0.0,1200,25.5,85.5,,,,,2.0,,,1997-2
1634,0,29.0,6.0,1997.0,0.0,1800,26.0,85.0,,,,,1.0,,,1997-2
1635,0,30.0,6.0,1997.0,0.0,0,,,,,,,,,,1997-2
1636,0,29.0,7.0,1997.0,0.0,300,21.0,89.0,1.5,1006.0,25.0,4.0,1.0,,,1997-3
1637,0,29.0,7.0,1997.0,0.0,600,21.0,89.0,1.5,1006.0,25.0,4.0,1.0,,,1997-3
1638,0,29.0,7.0,1997.0,0.0,1200,21.0,87.5,1.5,1006.0,25.0,4.0,1.0,,,1997-3
1639,0,29.0,7.0,1997.0,0.0,1800,21.0,87.5,1.5,1006.0,25.0,4.0,1.0,,,1997-3
1640,0,30.0,7.0,1997.0,0.0,0,21.0,87.5,1.5,1004.0,25.0,6.0,1.0,,,1997-3
1641,0,30.0,7.0,1997.0,0.0,300,21.0,87.5,2.0,1002.0,30.0,6.0,2.0,,,1997-3
1642,0,30.0,7.0,1997.0,0.0,600,21.0,87.0,2.0,1002.0,30.0,6.0,2.0,,,1997-3
1643,0,30.0,7.0,1997.0,0.0,1200,21.5,86.5,,,,,2.0,,,1997-3
1644,0,30.0,7.0,1997.0,0.0,1800,21.5,86.5,,,,,2.0,,,1997-3
1645,0,31.0,7.0,1997.0,0.0,0,21.5,86.5,,,,,2.0,,,1997-3
1646,0,31.0,7.0,1997.0,0.0,300,22.0,86.0,,,,,2.0,,,1997-3
1647,0,31.0,7.0,1997.0,0.0,600,22.0,86.0,,,,,2.0,,,1997-3
1648,0,31.0,7.0,1997.0,0.0,1200,22.5,85.0,,,,,2.0,,,1997-3
1649,0,31.0,7.0,1997.0,0.0,1800,23.0,83.0,,,,,2.0,,,1997-3
1650,0,1.0,8.0,1997.0,0.0,0,24.0,82.0,,,,,2.0,,,1997-3
1651,0,1.0,8.0,1997.0,0.0,300,24.5,80.5,,,,,2.0,,,1997-3
1652,0,1.0,8.0,1997.0,0.0,600,25.0,79.0,,,,,2.0,,,1997-3
1653,0,1.0,8.0,1997.0,0.0,1200,26.0,78.5,,,,,2.0,,,1997-3
1654,0,2.0,8.0,1997.0,0.0,0,26.5,78.0,,,,,2.0,,,1997-3
1655,0,2.0,8.0,1997.0,0.0,300,27.5,77.5,,,,,2.0,,,1997-3
1656,0,2.0,8.0,1997.0,0.0,600,28.0,77.0,,,,,1.0,,,1997-3
1657,0,2.0,8.0,1997.0,0.0,900,,,,,,,,,,1997-3
1658,0,4.0,8.0,1997.0,0.0,600,20.0,91.0,1.5,988.0,25.0,4.0,1.0,,,1997-4
1659,0,4.0,8.0,1997.0,0.0,900,21.5,90.0,1.5,990.0,25.0,4.0,1.0,,,1997-4
1660,0,4.0,8.0,1997.0,0.0,1200,21.0,89.5,1.5,990.0,25.0,4.0,1.0,,,1997-4
1661,0,4.0,8.0,1997.0,0.0,1800,21.5,89.5,1.5,990.0,25.0,4.0,1.0,,,1997-4
1662,0,5.0,8.0,1997.0,0.0,0,21.5,89.0,1.5,988.0,25.0,,1.0,,,1997-4
1663,0,5.0,8.0,1997.0,0.0,300,22.0,88.0,2.0,896.0,30.0,,2.0,,,1997-4
1664,0,5.0,8.0,1997.0,0.0,600,22.5,88.0,,,,,2.0,,,1997-4
1665,0,5.0,8.0,1997.0,0.0,900,22.5,88.0,,,,,2.0,,,1997-4
1666,0,5.0,8.0,1997.0,0.0,1200,22.5,87.5,,,,,2.0,,,1997-4
1667,0,5.0,8.0,1997.0,0.0,1800,23.0,85.0,,,,,2.0,,,1997-4
1668,0,5.0,8.0,1997.0,0.0,0,23.5,84.0,,,,,2.0,,,1997-4
1669,0,5.0,8.0,1997.0,0.0,300,23.5,83.8,,,,,2.0,,,1997-4
1670,0,5.0,8.0,1997.0,0.0,600,24.0,83.0,,,,,2.0,,,1997-4
1671,0,5.0,8.0,1997.0,0.0,900,24.0,82.5,,,,,2.0,,,1997-4
1672,0,5.0,8.0,1997.0,0.0,1200,24.0,82.0,,,,,2.0,,,1997-4
1673,0,5.0,8.0,1997.0,0.0,1800,24.0,81.5,,,,,2.0,,,1997-4
1674,0,5.0,8.0,1997.0,0.0,0,24.0,81.5,,,,,2.0,,,1997-4
1675,0,5.0,8.0,1997.0,0.0,300,25.5,78.5,,,,,2.0,,,1997-4
1676,0,5.0,8.0,1997.0,0.0,600,25.0,78.5,,,,,1.0,,,1997-4
1677,0,5.0,8.0,1997.0,0.0,900,25.5,76.5,,,,,1.0,,,1997-4
1678,0,5.0,8.0,1997.0,0.0,1200,26.0,76.0,,,,,1.0,,,1997-4
1679,0,5.0,8.0,1997.0,0.0,1800,26.5,74.0,,,,,1.0,,,1997-4
1680,0,5.0,8.0,1997.0,0.0,0,,,,,,,,,,1997-4
1681,0,20.0,8.0,1997.0,0.0,300,20.5,87.5,1.5,992.0,25.0,4.0,1.0,,,1997-5
1682,0,20.0,8.0,1997.0,0.0,600,20.5,87.0,2.0,990.0,30.0,6.0,2.0,,,1997-5
1683,0,20.0,8.0,1997.0,0.0,1200,20.5,86.5,,,,,2.0,,,1997-5
1684,0,20.0,8.0,1997.0,0.0,1800,21.0,85.5,,,,,2.0,,,1997-5
1685,0,21.0,8.0,1997.0,0.0,0,21.0,85.0,,,,,2.0,,,1997-5
1686,0,21.0,8.0,1997.0,0.0,300,21.0,84.5,,,,,2.0,,,1997-5
1687,0,21.0,8.0,1997.0,0.0,600,21.0,84.0,,,,,2.0,,,1997-5
1688,0,21.0,8.0,1997.0,0.0,1200,21.0,83.0,,,,,2.0,,,1997-5
1689,0,21.0,8.0,1997.0,0.0,1800,21.5,82.0,,,,,2.0,,,1997-5
1690,0,22.0,8.0,1997.0,0.0,0,21.5,81.0,,,,,2.0,,,1997-5
1691,0,22.0,8.0,1997.0,0.0,300,21.5,81.0,,,,,2.0,,,1997-5
1692,0,22.0,8.0,1997.0,0.0,600,21.5,80.5,,,,,2.0,,,1997-5
1693,0,22.0,8.0,1997.0,0.0,1200,22.0,79.5,,,,,2.0,,,1997-5
1694,0,22.0,8.0,1997.0,0.0,1800,22.5,79.0,,,,,2.0,,,1997-5
1695,0,23.0,8.0,1997.0,0.0,0,23.0,78.5,,,,,2.0,,,1997-5
1696,0,23.0,8.0,1997.0,0.0,300,23.0,78.0,,,,,2.0,,,1997-5
1697,0,23.0,8.0,1997.0,0.0,600,23.0,77.5,,,,,2.0,,,1997-5
1698,0,23.0,8.0,1997.0,0.0,1200,23.5,77.0,,,,,2.0,,,1997-5
1699,0,23.0,8.0,1997.0,0.0,1800,24.0,77.0,,,,,2.0,,,1997-5
1700,0,24.0,8.0,1997.0,0.0,0,24.5,77.0,,,,,2.0,,,1997-5
1701,0,24.0,8.0,1997.0,0.0,300,24.5,76.5,,,,,2.0,,,1997-5
1702,0,24.0,8.0,1997.0,0.0,600,24.5,76.5,,,,,2.0,,,1997-5
1703,0,24.0,8.0,1997.0,0.0,1200,25.0,76.0,,,,,2.0,,,1997-5
1704,0,24.0,8.0,1997.0,0.0,1800,25.5,75.5,,,,,2.0,,,1997-5
1705,0,25.0,8.0,1997.0,0.0,0,26.0,75.0,,,,,2.0,,,1997-5
1706,0,25.0,8.0,1997.0,0.0,300,26.0,75.0,,,,,2.0,,,1997-5
1707,0,25.0,8.0,1997.0,0.0,600,26.0,75.0,,,,,2.0,,,1997-5
1708,0,25.0,8.0,1997.0,0.0,1200,26.5,74.5,,,,,2.0,,,1997-5
1709,0,25.0,8.0,1997.0,0.0,1800,27.0,74.5,,,,,2.0,,,1997-5
1710,0,26.0,8.0,1997.0,0.0,0,27.0,74.0,,,,,2.0,,,1997-5
1711,0,26.0,8.0,1997.0,0.0,300,27.0,74.0,,,,,2.0,,,1997-5
1712,0,26.0,8.0,1997.0,0.0,600,27.0,74.0,,,,,2.0,,,1997-5
1713,0,26.0,8.0,1997.0,0.0,1200,27.5,74.0,,,,,2.0,,,1997-5
1714,0,26.0,8.0,1997.0,0.0,1800,29.0,74.0,,,,,1.0,,,1997-5
1715,0,27.0,8.0,1997.0,0.0,300,31.0,74.0,,,,,1.0,,,1997-5
1716,0,27.0,8.0,1997.0,0.0,600,31.0,74.0,,,,,1.0,,,1997-5
1717,0,27.0,8.0,1997.0,0.0,1200,,,,,,,,,,1997-5
1718,0,28.0,8.0,1997.0,0.0,300,19.5,87.0,1.5,994.0,25.0,4.0,1.0,,,1997-6
1719,0,28.0,8.0,1997.0,0.0,600,19.5,86.0,1.5,994.0,25.0,4.0,1.0,,,1997-6
1720,0,28.0,8.0,1997.0,0.0,900,20.5,85.5,,,,,1.0,,,1997-6
1721,0,28.0,8.0,1997.0,0.0,1200,21.5,85.0,,,,,1.0,,,1997-6
1722,0,28.0,8.0,1997.0,0.0,1800,22.0,84.5,,,,,1.0,,,1997-6
1723,0,29.0,8.0,1997.0,0.0,0,22.5,84.5,,,,,1.0,,,1997-6
1724,0,29.0,8.0,1997.0,0.0,300,23.0,84.0,,,,,1.0,,,1997-6
1725,0,29.0,8.0,1997.0,0.0,900,23.0,84.0,,,,,1.0,,,1997-6
1726,0,29.0,8.0,1997.0,0.0,1200,23.5,84.0,,,,,1.0,,,1997-6
1727,0,29.0,8.0,1997.0,0.0,1800,23.5,84.0,,,,,1.0,,,1997-6
1728,0,30.0,8.0,1997.0,0.0,0,24.0,83.0,,,,,1.0,,,1997-6
1729,0,30.0,8.0,1997.0,0.0,300,24.0,83.5,,,,,1.0,,,1997-6
1730,0,30.0,8.0,1997.0,0.0,600,24.0,83.5,,,,,1.0,,,1997-6
1731,0,30.0,8.0,1997.0,0.0,1200,,,,,,,,,,1997-6
1732,0,23.0,9.0,1997.0,0.0,300,15.5,82.5,1.5,1000.0,25.0,6.0,1.0,,,1997-7
1733,0,23.0,9.0,1997.0,0.0,600,16.0,82.5,1.5,1000.0,25.0,6.0,1.0,,,1997-7
1734,0,23.0,9.0,1997.0,0.0,900,16.0,82.5,1.5,1000.0,25.0,6.0,1.0,,,1997-7
1735,0,23.0,9.0,1997.0,0.0,1200,16.0,82.5,2.0,998.0,30.0,6.0,2.0,,,1997-7
1736,0,23.0,9.0,1997.0,0.0,1800,16.0,82.5,2.0,998.0,30.0,6.0,2.0,,,1997-7
1737,0,24.0,9.0,1997.0,0.0,0,16.5,82.5,2.0,998.0,30.0,6.0,2.0,,,1997-7
1738,0,24.0,9.0,1997.0,0.0,300,16.5,82.5,2.0,998.0,30.0,6.0,2.0,,,1997-7
1739,0,24.0,9.0,1997.0,0.0,600,16.5,82.5,2.0,998.0,30.0,6.0,2.0,,,1997-7
1740,0,24.0,9.0,1997.0,0.0,900,16.5,82.7,2.5,996.0,35.0,8.0,3.0,,,1997-7
1741,0,24.0,9.0,1997.0,0.0,1200,16.7,82.9,2.5,996.0,35.0,8.0,3.0,,,1997-7
1742,0,24.0,9.0,1997.0,0.0,1800,16.7,82.9,2.5,996.0,35.0,8.0,3.0,,,1997-7
1743,0,25.0,9.0,1997.0,0.0,0,17.3,83.6,2.5,994.0,35.0,8.0,3.0,,,1997-7
1744,0,25.0,9.0,1997.0,0.0,300,17.3,83.7,2.5,994.0,35.0,8.0,3.0,,,1997-7
1745,0,25.0,9.0,1997.0,0.0,600,17.7,84.0,2.5,994.0,35.0,8.0,3.0,,,1997-7
1746,0,25.0,9.0,1997.0,0.0,900,18.0,84.5,2.5,994.0,35.0,8.0,3.0,,,1997-7
1747,0,25.0,9.0,1997.0,0.0,1200,18.0,85.0,2.5,994.0,35.0,8.0,3.0,,,1997-7
1748,0,25.0,9.0,1997.0,0.0,1800,19.5,87.0,2.5,994.0,35.0,8.0,3.0,,,1997-7
1749,0,26.0,9.0,1997.0,0.0,0,19.5,87.5,2.5,994.0,35.0,8.0,3.0,,,1997-7
1750,0,26.0,9.0,1997.0,0.0,300,20.0,87.5,2.5,994.0,35.0,8.0,3.0,,,1997-7
1751,0,26.0,9.0,1997.0,0.0,600,20.5,88.5,2.5,992.0,40.0,8.0,3.0,,,1997-7
1752,0,26.0,9.0,1997.0,0.0,900,21.0,88.5,3.0,990.0,45.0,10.0,3.0,,,1997-7
1753,0,26.0,9.0,1997.0,0.0,1200,21.5,89.5,3.0,988.0,45.0,12.0,3.0,,,1997-7
1754,0,26.0,9.0,1997.0,0.0,1800,22.0,91.0,3.5,984.0,55.0,16.0,4.0,,,1997-7
1755,0,27.0,9.0,1997.0,0.0,0,23.0,91.5,,,,,3.0,,,1997-7
1756,0,27.0,9.0,1997.0,0.0,300,23.5,92.5,,,,,3.0,,,1997-7
1757,0,27.0,9.0,1997.0,0.0,600,24.0,92.5,,,,,2.0,,,1997-7
1758,0,27.0,9.0,1997.0,0.0,1200,24.0,93.0,,,,,1.0,,,1997-7
1759,0,4.0,11.0,1997.0,1.0,300,12.5,98.0,2.5,1006.0,35.0,8.0,3.0,,,1997-8
1760,0,4.0,11.0,1997.0,1.0,600,13.0,97.2,2.5,1006.0,35.0,8.0,3.0,,,1997-8
1761,0,4.0,11.0,1997.0,1.0,900,13.0,97.0,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1762,0,4.0,11.0,1997.0,1.0,1200,13.5,96.5,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1763,0,4.0,11.0,1997.0,1.0,1800,14.0,96.0,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1764,0,5.0,11.0,1997.0,1.0,0,14.0,95.0,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1765,0,5.0,11.0,1997.0,1.0,300,14.0,95.0,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1766,0,5.0,11.0,1997.0,1.0,600,14.0,95.0,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1767,0,5.0,11.0,1997.0,1.0,1200,14.5,94.0,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1768,0,5.0,11.0,1997.0,1.0,1800,14.5,94.0,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1769,0,6.0,11.0,1997.0,1.0,0,14.5,93.5,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1770,0,6.0,11.0,1997.0,1.0,300,15.0,93.5,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1771,0,6.0,11.0,1997.0,1.0,600,15.0,93.0,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1772,0,6.0,11.0,1997.0,1.0,900,15.0,92.0,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1773,0,6.0,11.0,1997.0,1.0,1200,15.0,92.0,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1774,0,6.0,11.0,1997.0,1.0,1800,15.2,92.2,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1775,0,7.0,11.0,1997.0,1.0,0,15.5,92.2,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1776,0,7.0,11.0,1997.0,1.0,300,15.5,91.5,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1777,0,7.0,11.0,1997.0,1.0,600,15.5,91.5,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1778,0,7.0,11.0,1997.0,1.0,900,15.5,91.5,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1779,0,7.0,11.0,1997.0,1.0,1200,15.5,91.5,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1780,0,7.0,11.0,1997.0,1.0,1800,15.5,91.5,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1781,0,8.0,11.0,1997.0,1.0,0,15.5,91.5,2.5,1004.0,35.0,8.0,3.0,,,1997-8
1782,0,8.0,11.0,1997.0,1.0,300,15.5,91.0,2.5,1006.0,35.0,8.0,3.0,,,1997-8
1783,0,8.0,11.0,1997.0,1.0,600,15.5,90.5,2.5,1006.0,35.0,8.0,3.0,,,1997-8
1784,0,8.0,11.0,1997.0,1.0,900,15.5,90.5,2.5,1006.0,35.0,7.0,3.0,,,1997-8
1785,0,8.0,11.0,1997.0,1.0,1200,15.5,90.5,2.5,1005.0,35.0,7.0,3.0,,,1997-8
1786,0,8.0,11.0,1997.0,1.0,1800,15.5,90.5,2.5,1005.0,35.0,7.0,3.0,,,1997-8
1787,0,9.0,11.0,1997.0,1.0,0,15.5,90.5,2.5,1005.0,35.0,5.0,3.0,,,1997-8
1788,0,9.0,11.0,1997.0,1.0,300,15.5,90.0,2.0,1007.0,30.0,5.0,2.0,,,1997-8
